player,market,line,side,best_price,book,model_p,fair_p,edge,ev_per_unit,p_push,is_whole_line,n_books,kelly_full,kelly_frac,bet_flag
Diamond Miller,player_rebounds,3.5,under,102,betonlineag,0.5624,0.4631,0.0993,0.136,0.0,0,4,0.1334,0.0333,1
Ariel Atkins,player_points,8.5,under,100,fanduel,0.577,0.4787,0.0983,0.154,0.0,0,4,0.154,0.0385,1
Dearica Hamby,player_points,14.5,under,-102,fanduel,0.5703,0.4759,0.0944,0.1294,0.0,0,4,0.132,0.033,1
Ariel Atkins,player_assists,3.5,under,-189,betonlineag,0.7166,0.6263,0.0903,0.0958,0.0,0,2,0.181,0.0452,1
Angel Reese,player_points,15.5,over,-131,draftkings,0.6234,0.5335,0.0899,0.0993,0.0,0,1,0.1301,0.0325,1
Rae Burrell,player_assists,3.5,under,-159,draftkings,0.6814,0.593,0.0884,0.11,0.0,0,4,0.1748,0.0437,1
Leila Lacan,player_assists,4.5,under,116,fanduel,0.5161,0.4285,0.0876,0.1148,0.0,0,4,0.0989,0.0247,1
Makayla Timpson,player_rebounds,6.5,over,108,fanduel,0.5373,0.4506,0.0867,0.1176,0.0,0,4,0.1089,0.0272,1
Dearica Hamby,player_rebounds,6.5,under,100,fanduel,0.5575,0.4731,0.0844,0.115,0.0,0,4,0.115,0.0288,1
Rhyne Howard,player_assists,3.5,under,123,betonlineag,0.497,0.4141,0.0829,0.1083,0.0,0,4,0.0881,0.022,1
A'ja Wilson,player_assists,2.5,under,136,fanduel,0.483,0.401,0.082,0.1399,0.0,0,3,0.1029,0.0257,1
Ariel Atkins,player_rebounds,2.5,under,-101,draftkings,0.5457,0.4661,0.0796,0.086,0.0,0,2,0.0869,0.0217,1
Nneka Ogwumike,player_assists,2.5,under,120,draftkings,0.4925,0.4171,0.0754,0.0835,0.0,0,2,0.0696,0.0174,1
Kelsey Mitchell,player_points,24.5,under,-115,williamhill_us,0.5815,0.5068,0.0747,0.0872,0.0,0,4,0.1002,0.0251,1
Paige Bueckers,player_assists,5.5,under,120,fanduel,0.5072,0.4344,0.0728,0.1158,0.0,0,4,0.0965,0.0241,1
Cameron Brink,player_rebounds,4.5,under,-120,williamhill_us,0.5835,0.5122,0.0713,0.0698,0.0,0,3,0.0837,0.0209,1
Caitlin Clark,player_points,23.5,under,-115,draftkings,0.5841,0.5169,0.0672,0.092,0.0,0,4,0.1058,0.0265,1
Alanna Smith,player_rebounds,5.5,under,102,draftkings,0.5299,0.4631,0.0668,0.0704,0.0,0,4,0.069,0.0173,1
Caitlin Clark,player_rebounds,3.5,under,128,fanduel,0.4759,0.4096,0.0663,0.0851,0.0,0,4,0.0664,0.0166,1
Naz Hillmon,player_points,9.5,under,-138,fanduel,0.6171,0.5516,0.0655,0.0643,0.0,0,3,0.0887,0.0222,1
Nneka Ogwumike,player_rebounds,8.5,under,-135,betonlineag,0.6219,0.5615,0.0604,0.0826,0.0,0,4,0.1115,0.0279,1
Rhyne Howard,player_points,18.5,under,-118,fanduel,0.5697,0.5102,0.0595,0.0525,0.0,0,4,0.0619,0.0155,1
Jackie Young,player_rebounds,4.5,under,-160,draftkings,0.6491,0.5896,0.0595,0.0548,0.0,0,4,0.0877,0.0219,1
Diamond Miller,player_points,11.5,under,100,fanduel,0.5329,0.4743,0.0586,0.0658,0.0,0,4,0.0658,0.0165,1
Allisha Gray,player_assists,2.5,under,115,betonlineag,0.4916,0.4334,0.0582,0.0569,0.0,0,2,0.0495,0.0124,1
Paige Bueckers,player_points,20.5,under,106,betonlineag,0.5473,0.4894,0.0579,0.1274,0.0,0,4,0.1202,0.0301,1
Allisha Gray,player_rebounds,3.5,over,122,fanduel,0.4879,0.4306,0.0573,0.0831,0.0,0,4,0.0681,0.017,1
Naz Hillmon,player_points,8.5,under,-107,draftkings,0.5363,0.481,0.0553,0.0375,0.0,0,1,0.0401,0.01,1
Aliyah Boston,player_rebounds,8.5,under,120,betonlineag,0.5074,0.453,0.0544,0.1163,0.0,0,4,0.0969,0.0242,1
Arike Ogunbowale,player_rebounds,3.5,over,116,fanduel,0.488,0.4338,0.0542,0.0541,0.0,0,4,0.0466,0.0117,1
Jordin Canada,player_rebounds,3.5,over,102,betonlineag,0.5242,0.4727,0.0515,0.0589,0.0,0,4,0.0577,0.0144,1
Nneka Ogwumike,player_points,15.5,under,-122,fanduel,0.57,0.52,0.05,0.0372,0.0,0,3,0.0454,0.0113,1
Makayla Timpson,player_points,8.5,under,-132,fanduel,0.5866,0.5382,0.0484,0.031,0.0,0,3,0.0409,0.0102,1
Jordin Canada,player_points,11.5,over,107,betonlineag,0.5184,0.4748,0.0436,0.0731,0.0,0,4,0.0683,0.0171,1
Arike Ogunbowale,player_assists,3.5,over,118,williamhill_us,0.4704,0.4285,0.0419,0.0255,0.0,0,4,0.0216,0.0054,1
Nneka Ogwumike,player_points,14.5,under,-103,draftkings,0.5064,0.471,0.0354,-0.0019,0.0,0,1,0.0,0.0,0
NaLyssa Smith,player_points,11.5,under,-115,fanduel,0.5378,0.5028,0.035,0.0055,0.0,0,4,0.0063,0.0016,1
A'ja Wilson,player_rebounds,9.5,under,-136,williamhill_us,0.5811,0.5467,0.0344,0.0084,0.0,0,4,0.0114,0.0028,1
Sophie Cunningham,player_rebounds,2.5,under,-130,betonlineag,0.589,0.5547,0.0343,0.0421,0.0,0,2,0.0547,0.0137,1
Arike Ogunbowale,player_points,16.5,under,-109,draftkings,0.5306,0.4983,0.0323,0.0174,0.0,0,4,0.019,0.0047,1
Rae Burrell,player_rebounds,2.5,over,124,betonlineag,0.4427,0.414,0.0287,-0.0084,0.0,0,2,0.0,0.0,0
Cameron Brink,player_points,7.5,under,-124,draftkings,0.5569,0.5285,0.0284,0.006,0.0,0,4,0.0075,0.0019,0
Dearica Hamby,player_assists,2.5,over,141,betonlineag,0.4102,0.3822,0.028,-0.0114,0.0,0,2,0.0,0.0,0
Sophie Cunningham,player_points,7.5,under,-120,draftkings,0.5484,0.5207,0.0277,0.0054,0.0,0,4,0.0065,0.0016,0
Angel Reese,player_assists,2.5,over,-119,betonlineag,0.5401,0.5145,0.0256,-0.006,0.0,0,2,0.0,0.0,0
Angel Reese,player_rebounds,12.5,under,100,fanduel,0.4866,0.4665,0.0201,-0.0268,0.0,0,4,0.0,0.0,0
Kelsey Mitchell,player_rebounds,2.5,under,-200,betonlineag,0.6586,0.6393,0.0193,-0.0121,0.0,0,1,0.0,0.0,0
Aliyah Boston,player_points,16.5,under,-112,draftkings,0.5136,0.4944,0.0192,-0.0278,0.0,0,4,0.0,0.0,0
Paige Bueckers,player_rebounds,3.5,over,-136,fanduel,0.5626,0.5465,0.0161,-0.0237,0.0,0,4,0.0,0.0,0
Rhyne Howard,player_rebounds,3.5,over,-111,betonlineag,0.5067,0.4955,0.0112,-0.0368,0.0,0,4,0.0,0.0,0
Allisha Gray,player_points,19.5,over,-103,draftkings,0.4989,0.4899,0.009,-0.0167,0.0,0,4,0.0,0.0,0
Makayla Timpson,player_points,7.5,under,-104,draftkings,0.4813,0.4733,0.008,-0.0559,0.0,0,1,0.0,0.0,0
Aliyah Boston,player_assists,2.5,over,-147,betonlineag,0.5819,0.5741,0.0078,-0.0222,0.0,0,2,0.0,0.0,0
Leila Lacan,player_points,10.5,over,-132,draftkings,0.541,0.5345,0.0065,-0.0492,0.0,0,1,0.0,0.0,0
Leila Lacan,player_points,11.5,over,106,betonlineag,0.4667,0.4618,0.0049,-0.0386,0.0,0,3,0.0,0.0,0
Leila Lacan,player_points,11.5,under,-130,williamhill_us,0.5333,0.5382,-0.0049,-0.0565,0.0,0,3,0.0,0.0,0
Leila Lacan,player_points,10.5,under,-101,draftkings,0.459,0.4655,-0.0065,-0.0865,0.0,0,1,0.0,0.0,0
Aliyah Boston,player_assists,2.5,under,118,draftkings,0.4181,0.4259,-0.0078,-0.0885,0.0,0,2,0.0,0.0,0
Makayla Timpson,player_points,7.5,over,-128,draftkings,0.5187,0.5267,-0.008,-0.0761,0.0,0,1,0.0,0.0,0
Allisha Gray,player_points,19.5,under,-114,fanduel,0.5011,0.5101,-0.009,-0.0593,0.0,0,4,0.0,0.0,0
Rhyne Howard,player_rebounds,3.5,under,-114,fanduel,0.4933,0.5045,-0.0112,-0.074,0.0,0,4,0.0,0.0,0
Paige Bueckers,player_rebounds,3.5,under,107,draftkings,0.4374,0.4535,-0.0161,-0.0946,0.0,0,4,0.0,0.0,0
Aliyah Boston,player_points,16.5,over,-114,fanduel,0.4864,0.5056,-0.0192,-0.0869,0.0,0,4,0.0,0.0,0
Kelsey Mitchell,player_rebounds,2.5,over,152,betonlineag,0.3414,0.3607,-0.0193,-0.1397,0.0,0,1,0.0,0.0,0
Angel Reese,player_rebounds,12.5,over,-130,draftkings,0.5134,0.5335,-0.0201,-0.0917,0.0,0,4,0.0,0.0,0
Angel Reese,player_assists,2.5,under,-109,draftkings,0.4599,0.4855,-0.0256,-0.1182,0.0,0,2,0.0,0.0,0
Sophie Cunningham,player_points,7.5,over,-102,betonlineag,0.4516,0.4793,-0.0277,-0.1057,0.0,0,4,0.0,0.0,0
Dearica Hamby,player_assists,2.5,under,-184,draftkings,0.5898,0.6178,-0.028,-0.0897,0.0,0,2,0.0,0.0,0
Cameron Brink,player_points,7.5,over,103,betonlineag,0.4431,0.4715,-0.0284,-0.1005,0.0,0,4,0.0,0.0,0
Rae Burrell,player_rebounds,2.5,under,-161,betonlineag,0.5573,0.586,-0.0287,-0.0966,0.0,0,2,0.0,0.0,0
Arike Ogunbowale,player_points,16.5,over,-114,fanduel,0.4694,0.5017,-0.0323,-0.1188,0.0,0,4,0.0,0.0,0
Sophie Cunningham,player_rebounds,2.5,over,115,draftkings,0.411,0.4453,-0.0343,-0.1163,0.0,0,2,0.0,0.0,0
A'ja Wilson,player_rebounds,9.5,over,109,betonlineag,0.4189,0.4533,-0.0344,-0.1245,0.0,0,4,0.0,0.0,0
NaLyssa Smith,player_points,11.5,over,-110,betonlineag,0.4622,0.4972,-0.035,-0.1176,0.0,0,4,0.0,0.0,0
Nneka Ogwumike,player_points,14.5,over,-129,draftkings,0.4936,0.529,-0.0354,-0.1238,0.0,0,1,0.0,0.0,0
Arike Ogunbowale,player_assists,3.5,under,-148,draftkings,0.5296,0.5715,-0.0419,-0.1126,0.0,0,4,0.0,0.0,0
Jordin Canada,player_points,11.5,under,-121,williamhill_us,0.4816,0.5252,-0.0436,-0.1204,0.0,0,4,0.0,0.0,0
Makayla Timpson,player_points,8.5,over,106,betonlineag,0.4134,0.4618,-0.0484,-0.1484,0.0,0,3,0.0,0.0,0
Nneka Ogwumike,player_points,15.5,over,-105,betonlineag,0.43,0.48,-0.05,-0.1605,0.0,0,3,0.0,0.0,0
Jordin Canada,player_rebounds,3.5,under,-126,draftkings,0.4758,0.5273,-0.0515,-0.1466,0.0,0,4,0.0,0.0,0
Arike Ogunbowale,player_rebounds,3.5,under,-148,williamhill_us,0.512,0.5662,-0.0542,-0.1421,0.0,0,4,0.0,0.0,0
Aliyah Boston,player_rebounds,8.5,over,-136,fanduel,0.4926,0.547,-0.0544,-0.1452,0.0,0,4,0.0,0.0,0
Naz Hillmon,player_points,8.5,over,-124,draftkings,0.4637,0.519,-0.0553,-0.1623,0.0,0,1,0.0,0.0,0
Allisha Gray,player_rebounds,3.5,under,-143,draftkings,0.5121,0.5694,-0.0573,-0.1298,0.0,0,4,0.0,0.0,0
Paige Bueckers,player_points,20.5,over,-115,fanduel,0.4527,0.5106,-0.0579,-0.1536,0.0,0,4,0.0,0.0,0
Allisha Gray,player_assists,2.5,over,-149,betonlineag,0.5084,0.5666,-0.0582,-0.1504,0.0,0,2,0.0,0.0,0
Diamond Miller,player_points,11.5,over,-119,draftkings,0.4671,0.5257,-0.0586,-0.1404,0.0,0,4,0.0,0.0,0
Rhyne Howard,player_points,18.5,over,-106,draftkings,0.4303,0.4898,-0.0595,-0.1638,0.0,0,4,0.0,0.0,0
Jackie Young,player_rebounds,4.5,over,128,fanduel,0.3509,0.4104,-0.0595,-0.1999,0.0,0,4,0.0,0.0,0
Nneka Ogwumike,player_rebounds,8.5,over,116,fanduel,0.3781,0.4385,-0.0604,-0.1833,0.0,0,4,0.0,0.0,0
Naz Hillmon,player_points,9.5,over,110,betonlineag,0.3829,0.4484,-0.0655,-0.1959,0.0,0,3,0.0,0.0,0
Caitlin Clark,player_rebounds,3.5,over,-158,draftkings,0.5241,0.5904,-0.0663,-0.1442,0.0,0,4,0.0,0.0,0
Alanna Smith,player_rebounds,5.5,over,-132,fanduel,0.4701,0.5369,-0.0668,-0.1738,0.0,0,4,0.0,0.0,0
Caitlin Clark,player_points,23.5,over,100,fanduel,0.4159,0.4831,-0.0672,-0.1682,0.0,0,4,0.0,0.0,0
Cameron Brink,player_rebounds,4.5,over,-106,betonlineag,0.4165,0.4878,-0.0713,-0.1906,0.0,0,3,0.0,0.0,0
Paige Bueckers,player_assists,5.5,over,-145,williamhill_us,0.4928,0.5656,-0.0728,-0.1673,0.0,0,4,0.0,0.0,0
Kelsey Mitchell,player_points,24.5,over,100,betonlineag,0.4185,0.4932,-0.0747,-0.163,0.0,0,4,0.0,0.0,0
Nneka Ogwumike,player_assists,2.5,over,-156,betonlineag,0.5075,0.5829,-0.0754,-0.1672,0.0,0,2,0.0,0.0,0
Ariel Atkins,player_rebounds,2.5,over,-128,betonlineag,0.4543,0.5339,-0.0796,-0.1908,0.0,0,2,0.0,0.0,0
A'ja Wilson,player_assists,2.5,over,-164,draftkings,0.517,0.599,-0.082,-0.1678,0.0,0,3,0.0,0.0,0
Rhyne Howard,player_assists,3.5,over,-158,draftkings,0.503,0.5859,-0.0829,-0.1786,0.0,0,4,0.0,0.0,0
Dearica Hamby,player_rebounds,6.5,over,-126,draftkings,0.4425,0.5269,-0.0844,-0.2063,0.0,0,4,0.0,0.0,0
Makayla Timpson,player_rebounds,6.5,under,-130,betonlineag,0.4627,0.5494,-0.0867,-0.1814,0.0,0,4,0.0,0.0,0
Leila Lacan,player_assists,4.5,over,-149,betonlineag,0.4839,0.5715,-0.0876,-0.1913,0.0,0,4,0.0,0.0,0
Rae Burrell,player_assists,3.5,over,128,fanduel,0.3186,0.407,-0.0884,-0.2736,0.0,0,4,0.0,0.0,0
Angel Reese,player_points,15.5,under,-101,draftkings,0.3766,0.4665,-0.0899,-0.2505,0.0,0,1,0.0,0.0,0
Ariel Atkins,player_assists,3.5,over,144,betonlineag,0.2834,0.3737,-0.0903,-0.3085,0.0,0,2,0.0,0.0,0
Dearica Hamby,player_points,14.5,over,-122,williamhill_us,0.4297,0.5241,-0.0944,-0.2181,0.0,0,4,0.0,0.0,0
Ariel Atkins,player_points,8.5,over,-116,draftkings,0.423,0.5213,-0.0983,-0.2123,0.0,0,4,0.0,0.0,0
Diamond Miller,player_rebounds,3.5,over,-121,williamhill_us,0.4376,0.5369,-0.0993,-0.2007,0.0,0,4,0.0,0.0,0
Lexie Hull,player_rebounds,2.5,under,-154,draftkings,0.4717,0.5711,-0.0994,-0.222,0.0,0,1,0.0,0.0,0
Angel Reese,player_points,16.5,under,-127,williamhill_us,0.4354,0.5382,-0.1028,-0.2218,0.0,0,3,0.0,0.0,0
Caitlin Clark,player_assists,8.5,over,-143,draftkings,0.4604,0.5657,-0.1053,-0.2176,0.0,0,4,0.0,0.0,0
NaLyssa Smith,player_rebounds,6.5,over,-143,betonlineag,0.4548,0.5608,-0.106,-0.2272,0.0,0,4,0.0,0.0,0
Kelsey Mitchell,player_assists,2.5,under,-164,betonlineag,0.4944,0.6026,-0.1082,-0.2041,0.0,0,2,0.0,0.0,0
Ariel Atkins,player_assists,2.5,over,-168,draftkings,0.4797,0.5927,-0.113,-0.2348,0.0,0,1,0.0,0.0,0
Naz Hillmon,player_rebounds,4.5,over,-149,betonlineag,0.4569,0.5709,-0.114,-0.2365,0.0,0,4,0.0,0.0,0
Chelsea Gray,player_points,12.5,over,108,williamhill_us,0.3234,0.4424,-0.119,-0.3273,0.0,0,1,0.0,0.0,0
A'ja Wilson,player_points,25.5,over,-102,betonlineag,0.3646,0.4838,-0.1192,-0.2779,0.0,0,4,0.0,0.0,0
Chelsea Gray,player_points,11.5,over,-118,fanduel,0.3881,0.5113,-0.1232,-0.283,0.0,0,3,0.0,0.0,0
Olivia Nelson-Ododa,player_points,13.5,over,-112,betonlineag,0.3749,0.4989,-0.124,-0.2904,0.0,0,4,0.0,0.0,0
Jordin Canada,player_assists,7.5,over,-140,williamhill_us,0.4277,0.5555,-0.1278,-0.2668,0.0,0,4,0.0,0.0,0
Rae Burrell,player_points,16.5,over,106,betonlineag,0.3602,0.4978,-0.1376,-0.258,0.0,0,4,0.0,0.0,0
Chelsea Gray,player_rebounds,3.5,over,119,draftkings,0.2859,0.4248,-0.1389,-0.3739,0.0,0,4,0.0,0.0,0
Chelsea Gray,player_assists,6.5,over,-120,draftkings,0.3741,0.514,-0.1399,-0.3142,0.0,0,4,0.0,0.0,0
Alanna Smith,player_points,10.5,over,-104,draftkings,0.3493,0.491,-0.1417,-0.3148,0.0,0,4,0.0,0.0,0
Jessica Shepard,player_points,12.5,over,-120,betonlineag,0.3715,0.5135,-0.142,-0.3189,0.0,0,1,0.0,0.0,0
Monique Akoa Makani,player_points,6.5,over,-112,betonlineag,0.3578,0.5,-0.1422,-0.3227,0.0,0,3,0.0,0.0,0
Jewell Loyd,player_points,8.5,over,108,williamhill_us,0.2944,0.4442,-0.1498,-0.3876,0.0,0,1,0.0,0.0,0
Jackie Young,player_points,19.5,over,107,betonlineag,0.3451,0.4955,-0.1504,-0.2856,0.0,0,4,0.0,0.0,0
Jackie Young,player_assists,6.5,over,-121,draftkings,0.3916,0.5433,-0.1517,-0.2848,0.0,0,4,0.0,0.0,0
Jewell Loyd,player_points,7.5,over,-125,betonlineag,0.3703,0.5264,-0.1561,-0.3335,0.0,0,2,0.0,0.0,0
Jewell Loyd,player_rebounds,2.5,over,109,betonlineag,0.2782,0.4489,-0.1707,-0.4186,0.0,0,2,0.0,0.0,0
Jessica Shepard,player_assists,4.5,over,-138,williamhill_us,0.3893,0.5633,-0.174,-0.3286,0.0,0,4,0.0,0.0,0
Jessica Shepard,player_points,13.5,over,-106,fanduel,0.3118,0.4911,-0.1793,-0.394,0.0,0,3,0.0,0.0,0
Olivia Nelson-Ododa,player_rebounds,8.5,over,-120,betonlineag,0.355,0.5345,-0.1795,-0.3492,0.0,0,4,0.0,0.0,0
Jessica Shepard,player_rebounds,10.5,over,-103,betonlineag,0.3014,0.4883,-0.1869,-0.406,0.0,0,4,0.0,0.0,0
Leila Lacan,player_rebounds,2.5,over,-154,fanduel,0.3595,0.5772,-0.2177,-0.4071,0.0,0,3,0.0,0.0,0
Awak Kuier,player_points,7.5,over,104,betonlineag,0.2342,0.4572,-0.223,-0.5222,0.0,0,2,0.0,0.0,0
Awak Kuier,player_points,6.5,over,-139,draftkings,0.3137,0.5486,-0.2349,-0.4606,0.0,0,1,0.0,0.0,0
Erica Wheeler,player_rebounds,2.5,over,152,betonlineag,0.1217,0.3642,-0.2425,-0.6933,0.0,0,2,0.0,0.0,0
Odyssey Sims,player_rebounds,1.5,over,-130,betonlineag,0.276,0.5337,-0.2577,-0.5117,0.0,0,1,0.0,0.0,0
Awak Kuier,player_rebounds,4.5,over,100,betonlineag,0.2222,0.4911,-0.2689,-0.5556,0.0,0,3,0.0,0.0,0
Odyssey Sims,player_assists,2.5,over,-135,betonlineag,0.2866,0.5575,-0.2709,-0.5011,0.0,0,2,0.0,0.0,0
Erica Wheeler,player_assists,5.5,over,128,fanduel,0.1026,0.3996,-0.297,-0.7661,0.0,0,1,0.0,0.0,0
Odyssey Sims,player_points,7.5,over,-130,draftkings,0.211,0.5331,-0.3221,-0.6267,0.0,0,4,0.0,0.0,0
Erica Wheeler,player_points,8.5,over,-110,draftkings,0.1712,0.4983,-0.3271,-0.6732,0.0,0,4,0.0,0.0,0
Erica Wheeler,player_assists,4.5,over,-115,betonlineag,0.1818,0.5089,-0.3271,-0.6601,0.0,0,3,0.0,0.0,0
