player,market,line,side,best_price,book,model_p,fair_p,edge,ev_per_unit,p_push,is_whole_line,n_books,kelly_full,kelly_frac,bet_flag
Kahleah Copper,player_assists,2.5,over,149,betonlineag,0.4917,0.3659,0.1258,0.2243,0.0,0,2,0.1506,0.0376,1
Kahleah Copper,player_points,21.5,over,-113,draftkings,0.6251,0.5,0.1251,0.1783,0.0,0,3,0.2015,0.0504,1
Caitlin Clark,player_points,22.5,over,-110,fanduel,0.6178,0.5,0.1178,0.1794,0.0,0,3,0.1974,0.0493,1
Nyadiew Puoch,player_points,5.5,under,-102,betonlineag,0.591,0.4748,0.1162,0.1704,0.0,0,2,0.1738,0.0435,1
Jordan Horston,player_assists,2.5,under,-192,betonlineag,0.7454,0.6296,0.1158,0.1336,0.0,0,1,0.2566,0.0641,1
Alyssa Thomas,player_points,15.5,over,-114,draftkings,0.6097,0.4978,0.1119,0.1445,0.0,0,1,0.1648,0.0412,1
DeWanna Bonner,player_assists,2.5,under,-175,betonlineag,0.7139,0.6079,0.106,0.1218,0.0,0,1,0.2132,0.0533,1
Dominique Malonga,player_rebounds,9.5,over,-114,betonlineag,0.6152,0.5112,0.104,0.1548,0.0,0,3,0.1765,0.0441,1
Natasha Cloud,player_rebounds,3.5,over,120,betonlineag,0.5255,0.4215,0.104,0.1561,0.0,0,3,0.1301,0.0325,1
Noemie Brochant,player_rebounds,2.5,over,161,betonlineag,0.4467,0.3464,0.1003,0.1659,0.0,0,1,0.103,0.0258,1
Kelsey Mitchell,player_points,24.5,over,-107,draftkings,0.5839,0.486,0.0979,0.1296,0.0,0,2,0.1387,0.0347,1
Jacy Sheldon,player_points,7.5,over,-108,fanduel,0.5885,0.491,0.0975,0.1334,0.0,0,3,0.1441,0.036,1
Makayla Timpson,player_points,6.5,over,-108,betonlineag,0.587,0.4921,0.0949,0.1305,0.0,0,2,0.141,0.0352,1
Allisha Gray,player_points,19.5,over,-110,fanduel,0.5883,0.4943,0.094,0.1231,0.0,0,3,0.1354,0.0339,1
Carla Leite,player_points,16.5,under,-109,draftkings,0.5801,0.4887,0.0914,0.1123,0.0,0,3,0.1224,0.0306,1
Allisha Gray,player_rebounds,3.5,over,128,fanduel,0.4924,0.4015,0.0909,0.1227,0.0,0,2,0.0958,0.024,1
Alyssa Thomas,player_points,16.5,over,103,betonlineag,0.5539,0.463,0.0909,0.1244,0.0,0,2,0.1208,0.0302,1
Naz Hillmon,player_points,9.5,under,-123,draftkings,0.6187,0.5281,0.0906,0.1217,0.0,0,3,0.1497,0.0374,1
Azura Stevens,player_assists,2.5,over,135,draftkings,0.4737,0.3839,0.0898,0.1132,0.0,0,1,0.0838,0.021,1
Bridget Carleton,player_rebounds,5.5,over,120,betonlineag,0.5085,0.4203,0.0882,0.1187,0.0,0,3,0.0989,0.0247,1
Azura Stevens,player_rebounds,6.5,over,-114,fanduel,0.5857,0.5034,0.0823,0.0995,0.0,0,3,0.1134,0.0283,1
Rhyne Howard,player_points,17.5,over,-114,fanduel,0.5789,0.5,0.0789,0.0867,0.0,0,3,0.0988,0.0247,1
Emily Engstler,player_assists,2.5,under,-166,draftkings,0.6745,0.597,0.0775,0.0808,0.0,0,2,0.1342,0.0335,1
Rhyne Howard,player_rebounds,3.5,over,-137,betonlineag,0.6233,0.5478,0.0755,0.0783,0.0,0,3,0.1072,0.0268,1
Allisha Gray,player_rebounds,2.5,over,-180,draftkings,0.6833,0.61,0.0733,0.0629,0.0,0,1,0.1132,0.0283,1
Megan DiLeo,player_points,14.5,over,104,betonlineag,0.5324,0.4592,0.0732,0.0861,0.0,0,2,0.0828,0.0207,1
Angel Reese,player_assists,2.5,over,104,betonlineag,0.5294,0.4565,0.0729,0.08,0.0,0,3,0.0769,0.0192,1
Carla Leite,player_assists,7.5,under,-150,draftkings,0.6526,0.5799,0.0727,0.0877,0.0,0,3,0.1315,0.0329,1
Kelsey Mitchell,player_points,25.5,over,-102,fanduel,0.5418,0.4708,0.071,0.073,0.0,0,1,0.0744,0.0186,1
Courtney Vandersloot,player_rebounds,2.5,over,-114,fanduel,0.5994,0.5304,0.069,0.1252,0.0,0,3,0.1427,0.0357,1
Carla Leite,player_rebounds,2.5,under,-122,fanduel,0.5889,0.5248,0.0641,0.0716,0.0,0,3,0.0874,0.0218,1
Aliyah Boston,player_points,16.5,over,-110,fanduel,0.5619,0.5,0.0619,0.0727,0.0,0,3,0.08,0.02,1
Kamilla Cardoso,player_points,14.5,over,-113,fanduel,0.57,0.509,0.061,0.0744,0.0,0,3,0.0841,0.021,1
Jordin Canada,player_assists,8.5,over,110,fanduel,0.5026,0.442,0.0606,0.0555,0.0,0,3,0.0504,0.0126,1
Megan DiLeo,player_points,13.5,over,-131,draftkings,0.5902,0.5335,0.0567,0.0407,0.0,0,1,0.0534,0.0133,1
Jordan Horston,player_points,8.5,under,-133,draftkings,0.593,0.5367,0.0563,0.0389,0.0,0,1,0.0517,0.0129,1
Caitlin Clark,player_rebounds,4.5,over,112,betonlineag,0.4991,0.4433,0.0558,0.0581,0.0,0,3,0.0519,0.013,1
Allisha Gray,player_assists,2.5,over,-103,draftkings,0.5613,0.5057,0.0556,0.1063,0.0,0,3,0.1094,0.0274,1
Caitlin Clark,player_assists,9.5,over,103,betonlineag,0.5288,0.4734,0.0554,0.0735,0.0,0,3,0.0713,0.0178,1
Lexie Hull,player_points,3.5,under,-114,betonlineag,0.554,0.5,0.054,0.04,0.0,0,1,0.0456,0.0114,1
Jordan Horston,player_points,7.5,under,104,betonlineag,0.5125,0.4592,0.0533,0.0455,0.0,0,2,0.0437,0.0109,1
Alyssa Thomas,player_rebounds,8.5,over,-105,betonlineag,0.5372,0.4845,0.0527,0.0488,0.0,0,3,0.0513,0.0128,1
Emily Engstler,player_points,8.5,under,-102,draftkings,0.5228,0.4719,0.0509,0.0353,0.0,0,3,0.0361,0.009,1
Courtney Vandersloot,player_points,9.5,over,-108,fanduel,0.5389,0.4955,0.0434,0.0379,0.0,0,3,0.0409,0.0102,1
Azura Stevens,player_points,11.5,over,-118,fanduel,0.5639,0.5212,0.0427,0.0418,0.0,0,2,0.0493,0.0123,1
Naz Hillmon,player_rebounds,4.5,over,128,fanduel,0.441,0.3996,0.0414,0.0055,0.0,0,1,0.0043,0.0011,1
Jade Melbourne,player_assists,5.5,under,-128,draftkings,0.5647,0.5243,0.0404,0.0059,0.0,0,1,0.0075,0.0019,1
Dominique Malonga,player_points,20.5,over,-102,fanduel,0.5094,0.4719,0.0375,0.0088,0.0,0,3,0.009,0.0022,1
Alyssa Thomas,player_assists,9.5,over,107,draftkings,0.4798,0.4426,0.0372,-0.0068,0.0,0,1,0.0,0.0,0
Kamilla Cardoso,player_assists,2.5,over,109,betonlineag,0.4843,0.4489,0.0354,0.0122,0.0,0,2,0.0112,0.0028,1
Azura Stevens,player_points,12.5,over,-101,betonlineag,0.5016,0.4696,0.032,-0.0018,0.0,0,1,0.0,0.0,0
Ezi Magbegor,player_rebounds,5.5,over,-122,betonlineag,0.5498,0.5181,0.0317,0.0005,0.0,0,3,0.0006,0.0001,1
Natasha Cloud,player_assists,5.5,over,-144,fanduel,0.5821,0.5567,0.0254,-0.0137,0.0,0,3,0.0,0.0,0
Aliyah Boston,player_assists,3.5,over,134,fanduel,0.4278,0.4035,0.0243,0.0011,0.0,0,3,0.0008,0.0002,0
DeWanna Bonner,player_rebounds,6.5,under,102,betonlineag,0.483,0.4618,0.0212,-0.0243,0.0,0,3,0.0,0.0,0
Courtney Vandersloot,player_assists,4.5,over,-150,draftkings,0.5933,0.5725,0.0208,-0.0112,0.0,0,3,0.0,0.0,0
Bridget Carleton,player_points,16.5,under,-122,fanduel,0.5495,0.5292,0.0203,-0.0001,0.0,0,2,0.0,0.0,0
Emily Engstler,player_rebounds,4.5,under,111,draftkings,0.4585,0.4393,0.0192,-0.0326,0.0,0,3,0.0,0.0,0
Jordan Horston,player_rebounds,4.5,over,-121,draftkings,0.5398,0.5212,0.0186,-0.0141,0.0,0,3,0.0,0.0,0
Sami Whitcomb,player_points,7.5,under,-118,draftkings,0.5252,0.5067,0.0185,-0.0297,0.0,0,1,0.0,0.0,0
Aliyah Boston,player_rebounds,8.5,over,-132,fanduel,0.5614,0.5435,0.0179,-0.0133,0.0,0,3,0.0,0.0,0
Bridget Carleton,player_assists,2.5,over,125,betonlineag,0.4283,0.4124,0.0159,-0.0363,0.0,0,3,0.0,0.0,0
Kamilla Cardoso,player_rebounds,9.5,over,110,draftkings,0.451,0.4365,0.0145,-0.0529,0.0,0,1,0.0,0.0,0
Naz Hillmon,player_rebounds,3.5,over,-159,draftkings,0.602,0.588,0.014,-0.0194,0.0,0,2,0.0,0.0,0
Dominique Malonga,player_assists,2.5,over,141,betonlineag,0.3902,0.377,0.0132,-0.0596,0.0,0,2,0.0,0.0,0
DeWanna Bonner,player_points,11.5,over,-114,betonlineag,0.5127,0.5,0.0127,-0.0376,0.0,0,3,0.0,0.0,0
Rhyne Howard,player_assists,4.5,over,134,fanduel,0.4195,0.4077,0.0118,-0.0184,0.0,0,3,0.0,0.0,0
Sami Whitcomb,player_points,6.5,over,-133,betonlineag,0.5503,0.5404,0.0099,-0.0359,0.0,0,1,0.0,0.0,0
Jade Melbourne,player_assists,4.5,over,-152,betonlineag,0.5827,0.5761,0.0066,-0.0339,0.0,0,2,0.0,0.0,0
Bridget Carleton,player_points,15.5,under,-113,draftkings,0.4991,0.4944,0.0047,-0.0592,0.0,0,1,0.0,0.0,0
Alyssa Thomas,player_assists,8.5,over,-154,fanduel,0.5779,0.5752,0.0027,-0.0468,0.0,0,2,0.0,0.0,0
Dominique Malonga,player_assists,1.5,over,-200,fanduel,0.6377,0.6365,0.0012,-0.0435,0.0,0,1,0.0,0.0,0
Kamilla Cardoso,player_rebounds,8.5,over,-136,fanduel,0.5492,0.548,0.0012,-0.047,0.0,0,2,0.0,0.0,0
Dominique Malonga,player_assists,1.5,under,148,fanduel,0.3623,0.3635,-0.0012,-0.1015,0.0,0,1,0.0,0.0,0
Kamilla Cardoso,player_rebounds,8.5,under,108,betonlineag,0.4508,0.452,-0.0012,-0.0623,0.0,0,2,0.0,0.0,0
Alyssa Thomas,player_assists,8.5,under,118,betonlineag,0.4221,0.4248,-0.0027,-0.0798,0.0,0,2,0.0,0.0,0
Bridget Carleton,player_points,15.5,over,-118,draftkings,0.5009,0.5056,-0.0047,-0.0746,0.0,0,1,0.0,0.0,0
Jade Melbourne,player_assists,4.5,under,118,fanduel,0.4173,0.4239,-0.0066,-0.0903,0.0,0,2,0.0,0.0,0
Sami Whitcomb,player_points,6.5,under,103,betonlineag,0.4497,0.4596,-0.0099,-0.0871,0.0,0,1,0.0,0.0,0
Rhyne Howard,player_assists,4.5,under,-152,draftkings,0.5805,0.5923,-0.0118,-0.0376,0.0,0,3,0.0,0.0,0
DeWanna Bonner,player_points,11.5,under,-113,fanduel,0.4873,0.5,-0.0127,-0.0815,0.0,0,3,0.0,0.0,0
Dominique Malonga,player_assists,2.5,under,-185,betonlineag,0.6098,0.623,-0.0132,-0.0606,0.0,0,2,0.0,0.0,0
Naz Hillmon,player_rebounds,3.5,under,128,betonlineag,0.398,0.412,-0.014,-0.0926,0.0,0,2,0.0,0.0,0
Kamilla Cardoso,player_rebounds,9.5,under,-149,draftkings,0.549,0.5635,-0.0145,-0.0825,0.0,0,1,0.0,0.0,0
Bridget Carleton,player_assists,2.5,under,-130,fanduel,0.5717,0.5876,-0.0159,0.0115,0.0,0,3,0.0149,0.0037,0
Aliyah Boston,player_rebounds,8.5,under,104,betonlineag,0.4386,0.4565,-0.0179,-0.1053,0.0,0,3,0.0,0.0,0
Sami Whitcomb,player_points,7.5,over,-112,draftkings,0.4748,0.4933,-0.0185,-0.1013,0.0,0,1,0.0,0.0,0
Jordan Horston,player_rebounds,4.5,under,-104,betonlineag,0.4602,0.4788,-0.0186,-0.0973,0.0,0,3,0.0,0.0,0
Emily Engstler,player_rebounds,4.5,over,-133,betonlineag,0.5415,0.5607,-0.0192,-0.0514,0.0,0,3,0.0,0.0,0
Bridget Carleton,player_points,16.5,over,103,betonlineag,0.4505,0.4708,-0.0203,-0.0855,0.0,0,2,0.0,0.0,0
Courtney Vandersloot,player_assists,4.5,under,116,fanduel,0.4067,0.4275,-0.0208,-0.1215,0.0,0,3,0.0,0.0,0
DeWanna Bonner,player_rebounds,6.5,over,-132,fanduel,0.517,0.5382,-0.0212,-0.0913,0.0,0,3,0.0,0.0,0
Aliyah Boston,player_assists,3.5,under,-157,draftkings,0.5722,0.5965,-0.0243,-0.0633,0.0,0,3,0.0,0.0,0
Natasha Cloud,player_assists,5.5,under,118,betonlineag,0.4179,0.4433,-0.0254,-0.089,0.0,0,3,0.0,0.0,0
Ezi Magbegor,player_rebounds,5.5,under,-104,fanduel,0.4502,0.4819,-0.0317,-0.1169,0.0,0,3,0.0,0.0,0
Azura Stevens,player_points,12.5,under,-128,betonlineag,0.4984,0.5304,-0.032,-0.1122,0.0,0,1,0.0,0.0,0
Kamilla Cardoso,player_assists,2.5,under,-140,draftkings,0.5157,0.5511,-0.0354,-0.1159,0.0,0,2,0.0,0.0,0
Alyssa Thomas,player_assists,9.5,under,-146,draftkings,0.5202,0.5574,-0.0372,-0.1235,0.0,0,1,0.0,0.0,0
Dominique Malonga,player_points,20.5,under,-116,draftkings,0.4906,0.5281,-0.0375,-0.0865,0.0,0,3,0.0,0.0,0
Jade Melbourne,player_assists,5.5,over,-106,draftkings,0.4353,0.4757,-0.0404,-0.154,0.0,0,1,0.0,0.0,0
Naz Hillmon,player_rebounds,4.5,under,-172,fanduel,0.559,0.6004,-0.0414,-0.116,0.0,0,1,0.0,0.0,0
Azura Stevens,player_points,11.5,under,-101,draftkings,0.4361,0.4788,-0.0427,-0.1321,0.0,0,2,0.0,0.0,0
Courtney Vandersloot,player_points,9.5,under,-114,betonlineag,0.4611,0.5045,-0.0434,-0.1344,0.0,0,3,0.0,0.0,0
Emily Engstler,player_points,8.5,over,-122,fanduel,0.4772,0.5281,-0.0509,-0.1317,0.0,0,3,0.0,0.0,0
Alyssa Thomas,player_rebounds,8.5,under,-118,fanduel,0.4628,0.5155,-0.0527,-0.145,0.0,0,3,0.0,0.0,0
Jordan Horston,player_points,7.5,over,-132,fanduel,0.4875,0.5408,-0.0533,-0.1432,0.0,0,2,0.0,0.0,0
Lexie Hull,player_points,3.5,over,-114,betonlineag,0.446,0.5,-0.054,-0.1628,0.0,0,1,0.0,0.0,0
Caitlin Clark,player_assists,9.5,under,-125,fanduel,0.4712,0.5266,-0.0554,-0.1518,0.0,0,3,0.0,0.0,0
Allisha Gray,player_assists,2.5,under,-102,fanduel,0.4387,0.4943,-0.0556,-0.1312,0.0,0,3,0.0,0.0,0
Caitlin Clark,player_rebounds,4.5,under,-144,fanduel,0.5009,0.5567,-0.0558,-0.1513,0.0,0,3,0.0,0.0,0
Jordan Horston,player_points,8.5,over,100,draftkings,0.407,0.4633,-0.0563,-0.186,0.0,0,1,0.0,0.0,0
Megan DiLeo,player_points,13.5,under,-101,draftkings,0.4098,0.4665,-0.0567,-0.1845,0.0,0,1,0.0,0.0,0
Jordin Canada,player_assists,8.5,under,-143,betonlineag,0.4974,0.558,-0.0606,-0.1548,0.0,0,3,0.0,0.0,0
Kamilla Cardoso,player_points,14.5,under,-106,draftkings,0.43,0.491,-0.061,-0.1643,0.0,0,3,0.0,0.0,0
Aliyah Boston,player_points,16.5,under,-105,draftkings,0.4381,0.5,-0.0619,-0.1447,0.0,0,3,0.0,0.0,0
Carla Leite,player_rebounds,2.5,over,-103,draftkings,0.4111,0.4752,-0.0641,-0.1898,0.0,0,3,0.0,0.0,0
Courtney Vandersloot,player_rebounds,2.5,under,105,draftkings,0.4006,0.4696,-0.069,-0.1788,0.0,0,3,0.0,0.0,0
Kelsey Mitchell,player_points,25.5,under,-128,fanduel,0.4582,0.5292,-0.071,-0.1838,0.0,0,1,0.0,0.0,0
Carla Leite,player_assists,7.5,over,120,fanduel,0.3474,0.4201,-0.0727,-0.2357,0.0,0,3,0.0,0.0,0
Angel Reese,player_assists,2.5,under,-135,betonlineag,0.4706,0.5435,-0.0729,-0.1808,0.0,0,3,0.0,0.0,0
Megan DiLeo,player_points,14.5,under,-132,fanduel,0.4676,0.5408,-0.0732,-0.1782,0.0,0,2,0.0,0.0,0
Allisha Gray,player_rebounds,2.5,under,132,draftkings,0.3167,0.39,-0.0733,-0.2653,0.0,0,1,0.0,0.0,0
Rhyne Howard,player_rebounds,3.5,under,108,fanduel,0.3767,0.4522,-0.0755,-0.2165,0.0,0,3,0.0,0.0,0
Emily Engstler,player_assists,2.5,over,132,betonlineag,0.3255,0.403,-0.0775,-0.2448,0.0,0,2,0.0,0.0,0
Rhyne Howard,player_points,17.5,under,-108,draftkings,0.4211,0.5,-0.0789,-0.189,0.0,0,3,0.0,0.0,0
Azura Stevens,player_rebounds,6.5,under,-108,draftkings,0.4143,0.4966,-0.0823,-0.2021,0.0,0,3,0.0,0.0,0
Bridget Carleton,player_rebounds,5.5,under,-145,draftkings,0.4915,0.5797,-0.0882,-0.1695,0.0,0,3,0.0,0.0,0
Azura Stevens,player_assists,2.5,under,-185,draftkings,0.5263,0.6161,-0.0898,-0.1892,0.0,0,1,0.0,0.0,0
Naz Hillmon,player_points,9.5,over,-102,fanduel,0.3813,0.4719,-0.0906,-0.2449,0.0,0,3,0.0,0.0,0
Allisha Gray,player_rebounds,3.5,under,-167,betonlineag,0.5076,0.5985,-0.0909,-0.1884,0.0,0,2,0.0,0.0,0
Alyssa Thomas,player_points,16.5,under,-130,fanduel,0.4461,0.537,-0.0909,-0.2107,0.0,0,2,0.0,0.0,0
Carla Leite,player_points,16.5,over,-118,fanduel,0.4199,0.5113,-0.0914,-0.2243,0.0,0,3,0.0,0.0,0
Allisha Gray,player_points,19.5,under,-108,draftkings,0.4117,0.5057,-0.094,-0.2071,0.0,0,3,0.0,0.0,0
Makayla Timpson,player_points,6.5,under,-116,draftkings,0.413,0.5079,-0.0949,-0.231,0.0,0,2,0.0,0.0,0
Jacy Sheldon,player_points,7.5,under,-116,draftkings,0.4115,0.509,-0.0975,-0.2338,0.0,0,3,0.0,0.0,0
Kelsey Mitchell,player_points,24.5,under,-118,betonlineag,0.4161,0.514,-0.0979,-0.2313,0.0,0,2,0.0,0.0,0
Noemie Brochant,player_rebounds,2.5,under,-213,betonlineag,0.5533,0.6536,-0.1003,-0.1869,0.0,0,1,0.0,0.0,0
Dominique Malonga,player_rebounds,9.5,under,-102,draftkings,0.3848,0.4888,-0.104,-0.2379,0.0,0,3,0.0,0.0,0
Natasha Cloud,player_rebounds,3.5,under,-154,fanduel,0.4745,0.5785,-0.104,-0.2174,0.0,0,3,0.0,0.0,0
DeWanna Bonner,player_assists,2.5,over,134,betonlineag,0.2861,0.3921,-0.106,-0.3305,0.0,0,1,0.0,0.0,0
Alyssa Thomas,player_points,15.5,under,-116,draftkings,0.3903,0.5022,-0.1119,-0.2732,0.0,0,1,0.0,0.0,0
Jordan Horston,player_assists,2.5,over,146,betonlineag,0.2546,0.3704,-0.1158,-0.3737,0.0,0,1,0.0,0.0,0
Nyadiew Puoch,player_points,5.5,over,-126,draftkings,0.409,0.5252,-0.1162,-0.2664,0.0,0,2,0.0,0.0,0
Caitlin Clark,player_points,22.5,under,-111,draftkings,0.3822,0.5,-0.1178,-0.2735,0.0,0,3,0.0,0.0,0
Kahleah Copper,player_points,21.5,under,-110,fanduel,0.3749,0.5,-0.1251,-0.2843,0.0,0,3,0.0,0.0,0
Kahleah Copper,player_assists,2.5,under,-196,betonlineag,0.5083,0.6341,-0.1258,-0.2324,0.0,0,2,0.0,0.0,0
Natasha Cloud,player_points,10.5,under,-114,fanduel,0.3986,0.5257,-0.1271,-0.2518,0.0,0,3,0.0,0.0,0
Jordin Canada,player_rebounds,3.5,under,-109,draftkings,0.3722,0.5,-0.1278,-0.2863,0.0,0,3,0.0,0.0,0
Ezi Magbegor,player_assists,2.5,under,-222,betonlineag,0.524,0.6627,-0.1387,-0.24,0.0,0,1,0.0,0.0,0
Ezi Magbegor,player_points,7.5,under,100,fanduel,0.3406,0.4819,-0.1413,-0.3188,0.0,0,3,0.0,0.0,0
Makayla Timpson,player_rebounds,5.5,under,109,betonlineag,0.306,0.4493,-0.1433,-0.3605,0.0,0,2,0.0,0.0,0
Makayla Timpson,player_rebounds,6.5,under,-152,draftkings,0.4235,0.5672,-0.1437,-0.2979,0.0,0,1,0.0,0.0,0
Kahleah Copper,player_rebounds,3.5,under,-138,fanduel,0.4107,0.562,-0.1513,-0.2917,0.0,0,3,0.0,0.0,0
Awa Fam,player_points,7.5,over,-120,fanduel,0.3648,0.5181,-0.1533,-0.3312,0.0,0,3,0.0,0.0,0
Noemie Brochant,player_points,8.5,over,-108,fanduel,0.3351,0.4887,-0.1536,-0.3546,0.0,0,3,0.0,0.0,0
Jade Melbourne,player_points,10.5,under,-120,fanduel,0.3573,0.5135,-0.1562,-0.345,0.0,0,3,0.0,0.0,0
Angel Reese,player_rebounds,12.5,under,-139,draftkings,0.398,0.5567,-0.1587,-0.3157,0.0,0,3,0.0,0.0,0
Megan DiLeo,player_rebounds,4.5,under,-119,draftkings,0.3723,0.5337,-0.1614,-0.3148,0.0,0,3,0.0,0.0,0
Jade Melbourne,player_rebounds,2.5,under,-213,betonlineag,0.4918,0.6536,-0.1618,-0.2773,0.0,0,1,0.0,0.0,0
Kelsey Mitchell,player_assists,2.5,under,-143,betonlineag,0.3897,0.5574,-0.1677,-0.3378,0.0,0,3,0.0,0.0,0
Sophie Cunningham,player_points,7.5,over,-118,betonlineag,0.3393,0.519,-0.1797,-0.3732,0.0,0,3,0.0,0.0,0
Jordin Canada,player_points,11.5,under,-114,fanduel,0.3359,0.528,-0.1921,-0.3695,0.0,0,3,0.0,0.0,0
Awa Fam,player_rebounds,4.5,over,-125,fanduel,0.3373,0.5304,-0.1931,-0.3929,0.0,0,3,0.0,0.0,0
Angel Reese,player_points,15.5,under,-114,fanduel,0.3064,0.5,-0.1936,-0.4248,0.0,0,2,0.0,0.0,0
Angel Reese,player_points,14.5,under,-106,draftkings,0.2604,0.4777,-0.2173,-0.4939,0.0,0,1,0.0,0.0,0
Monique Billings,player_points,6.5,over,101,draftkings,0.2111,0.4601,-0.249,-0.5757,0.0,0,1,0.0,0.0,0
Valeriane Ayayi,player_points,6.5,over,-114,betonlineag,0.2142,0.5167,-0.3025,-0.5979,0.0,0,2,0.0,0.0,0
DiJonai Carrington,player_points,12.5,over,-108,fanduel,0.191,0.4978,-0.3068,-0.6321,0.0,0,3,0.0,0.0,0
Valeriane Ayayi,player_rebounds,2.5,over,-169,betonlineag,0.2874,0.6017,-0.3143,-0.5425,0.0,0,2,0.0,0.0,0
Natasha Mack,player_rebounds,5.5,over,107,draftkings,0.117,0.4426,-0.3256,-0.7578,0.0,0,1,0.0,0.0,0
DiJonai Carrington,player_rebounds,3.5,over,-110,betonlineag,0.1814,0.5212,-0.3398,-0.6537,0.0,0,3,0.0,0.0,0
Natasha Mack,player_rebounds,4.5,over,-137,betonlineag,0.1974,0.5471,-0.3497,-0.6585,0.0,0,2,0.0,0.0,0
Natasha Mack,player_points,6.5,over,-125,betonlineag,0.158,0.5269,-0.3689,-0.7156,0.0,0,2,0.0,0.0,0
