player,market,line,side,best_price,book,model_p,fair_p,edge,ev_per_unit,p_push,is_whole_line,n_books,kelly_full,kelly_frac,bet_flag
Ezi Magbegor,player_rebounds,5.5,over,120,betonlineag,0.5351,0.4176,0.1175,0.1772,0.0,0,2,0.1477,0.0369,1
Breanna Stewart,player_rebounds,7.5,over,-135,betonlineag,0.666,0.5495,0.1165,0.1593,0.0,0,2,0.2151,0.0538,1
Caitlin Clark,player_points,21.5,over,-128,fanduel,0.644,0.5292,0.1148,0.1471,0.0,0,1,0.1883,0.0471,1
Jade Melbourne,player_assists,5.5,under,-130,betonlineag,0.6475,0.5347,0.1128,0.1456,0.0,0,2,0.1892,0.0473,1
Shakira Austin,player_rebounds,9.5,over,-123,betonlineag,0.6389,0.5267,0.1122,0.1583,0.0,0,3,0.1947,0.0487,1
Jonquel Jones,player_rebounds,8.5,over,-135,betonlineag,0.6614,0.5505,0.1109,0.1513,0.0,0,2,0.2043,0.0511,1
Rae Burrell,player_assists,2.5,over,100,fanduel,0.5981,0.4887,0.1094,0.1962,0.0,0,3,0.1962,0.0491,1
Bridget Carleton,player_points,15.5,over,-128,draftkings,0.6349,0.5267,0.1082,0.1309,0.0,0,1,0.1676,0.0419,1
Paige Bueckers,player_points,20.5,over,-130,fanduel,0.6409,0.5337,0.1072,0.1339,0.0,0,1,0.1741,0.0435,1
Kiki Iriafen,player_rebounds,9.5,over,116,fanduel,0.5416,0.4351,0.1065,0.1699,0.0,0,3,0.1464,0.0366,1
Megan DiLeo,player_points,13.5,over,-120,fanduel,0.618,0.5135,0.1045,0.133,0.0,0,3,0.1596,0.0399,1
Jade Melbourne,player_rebounds,2.5,over,167,betonlineag,0.4396,0.3373,0.1023,0.1737,0.0,0,1,0.104,0.026,1
Makayla Timpson,player_rebounds,5.5,over,-154,betonlineag,0.6798,0.5784,0.1014,0.1212,0.0,0,2,0.1867,0.0467,1
Breanna Stewart,player_points,21.5,over,-116,betonlineag,0.6045,0.5067,0.0978,0.1256,0.0,0,3,0.1457,0.0364,1
Sophie Cunningham,player_points,7.5,under,-115,fanduel,0.6021,0.5045,0.0976,0.1257,0.0,0,3,0.1445,0.0361,1
Lexie Hull,player_points,4.5,under,-103,betonlineag,0.5723,0.4752,0.0971,0.1279,0.0,0,1,0.1318,0.0329,1
A'ja Wilson,player_rebounds,9.5,over,-130,betonlineag,0.6302,0.5349,0.0953,0.115,0.0,0,3,0.1495,0.0374,1
Ariel Atkins,player_points,7.5,over,-123,betonlineag,0.6207,0.5292,0.0915,0.1253,0.0,0,3,0.1542,0.0385,1
Napheesa Collier,player_points,19.5,under,-109,draftkings,0.5938,0.5023,0.0915,0.1386,0.0,0,3,0.151,0.0378,1
A'ja Wilson,player_points,25.5,over,-118,fanduel,0.5983,0.509,0.0893,0.1053,0.0,0,3,0.1243,0.0311,1
Bridget Carleton,player_points,16.5,over,-112,betonlineag,0.5842,0.4983,0.0859,0.1058,0.0,0,2,0.1185,0.0296,1
Arike Ogunbowale,player_points,17.5,over,-102,betonlineag,0.5645,0.4787,0.0858,0.1179,0.0,0,2,0.1203,0.0301,1
Napheesa Collier,player_rebounds,7.5,over,116,fanduel,0.523,0.438,0.085,0.1297,0.0,0,3,0.1118,0.0279,1
Jackie Young,player_points,18.5,over,-123,betonlineag,0.6059,0.5226,0.0833,0.0985,0.0,0,2,0.1212,0.0303,1
Caitlin Clark,player_rebounds,3.5,over,-158,draftkings,0.6675,0.5845,0.083,0.09,0.0,0,2,0.1422,0.0355,1
Arike Ogunbowale,player_points,16.5,over,-128,fanduel,0.6112,0.5292,0.082,0.0887,0.0,0,1,0.1135,0.0284,1
Jordan Horston,player_rebounds,3.5,over,-179,betonlineag,0.6916,0.6126,0.079,0.078,0.0,0,1,0.1396,0.0349,1
Caitlin Clark,player_rebounds,4.5,over,114,fanduel,0.5082,0.4296,0.0786,0.0875,0.0,0,1,0.0768,0.0192,1
Paige Bueckers,player_assists,6.5,over,101,draftkings,0.5447,0.4663,0.0784,0.0948,0.0,0,3,0.0939,0.0235,1
Napheesa Collier,player_assists,2.5,over,-146,fanduel,0.6428,0.5649,0.0779,0.0831,0.0,0,3,0.1213,0.0303,1
Emily Engstler,player_rebounds,5.5,over,110,fanduel,0.5224,0.4456,0.0768,0.097,0.0,0,3,0.0882,0.0221,1
Kelsey Mitchell,player_assists,2.5,over,-135,betonlineag,0.6194,0.5435,0.0759,0.0782,0.0,0,1,0.1056,0.0264,1
Kiki Iriafen,player_points,14.5,over,-122,betonlineag,0.5983,0.5236,0.0747,0.0887,0.0,0,3,0.1082,0.0271,1
Lexie Hull,player_rebounds,3.5,under,-227,betonlineag,0.7423,0.6679,0.0744,0.0693,0.0,0,1,0.1573,0.0393,1
Brittney Griner,player_points,12.5,over,-110,draftkings,0.562,0.4877,0.0743,0.0729,0.0,0,1,0.0802,0.0201,1
Pauline Astier,player_assists,3.5,under,-144,draftkings,0.6496,0.5762,0.0734,0.1007,0.0,0,3,0.145,0.0363,1
Aliyah Boston,player_points,16.5,over,-111,draftkings,0.5749,0.5023,0.0726,0.0928,0.0,0,3,0.103,0.0258,1
Jackie Young,player_points,19.5,over,-110,draftkings,0.5587,0.4888,0.0699,0.0666,0.0,0,1,0.0733,0.0183,1
Natasha Howard,player_points,11.5,over,-112,draftkings,0.5739,0.5057,0.0682,0.0863,0.0,0,3,0.0967,0.0242,1
Makayla Timpson,player_rebounds,6.5,over,-113,draftkings,0.5597,0.4922,0.0675,0.055,0.0,0,1,0.0622,0.0155,1
Erica Wheeler,player_points,8.5,over,-123,draftkings,0.5876,0.5215,0.0661,0.0653,0.0,0,3,0.0803,0.0201,1
Jade Melbourne,player_assists,4.5,under,109,draftkings,0.5029,0.4376,0.0653,0.0511,0.0,0,1,0.0468,0.0117,1
Olivia Nelson-Ododa,player_rebounds,6.5,under,-108,fanduel,0.5554,0.4912,0.0642,0.0697,0.0,0,3,0.0752,0.0188,1
Courtney Williams,player_assists,3.5,over,-156,betonlineag,0.6443,0.5809,0.0634,0.0573,0.0,0,3,0.0894,0.0224,1
Dearica Hamby,player_rebounds,6.5,over,-111,betonlineag,0.5617,0.4989,0.0628,0.0677,0.0,0,3,0.0752,0.0188,1
Sabrina Ionescu,player_rebounds,3.5,over,-141,betonlineag,0.6203,0.5577,0.0626,0.0602,0.0,0,2,0.0849,0.0212,1
Arike Ogunbowale,player_assists,3.5,over,-133,betonlineag,0.608,0.5464,0.0616,0.0651,0.0,0,3,0.0866,0.0217,1
Nneka Ogwumike,player_assists,3.5,over,134,fanduel,0.4534,0.3921,0.0613,0.061,0.0,0,3,0.0455,0.0114,1
Brittney Griner,player_assists,2.5,over,126,betonlineag,0.4689,0.4077,0.0612,0.0597,0.0,0,1,0.0474,0.0118,1
Rae Burrell,player_points,15.5,over,-106,draftkings,0.5522,0.491,0.0612,0.0731,0.0,0,3,0.0775,0.0194,1
Ezi Magbegor,player_assists,2.5,over,132,betonlineag,0.4563,0.3961,0.0602,0.0586,0.0,0,1,0.0444,0.0111,1
Shakira Austin,player_points,19.5,over,-104,fanduel,0.5396,0.4797,0.0599,0.0584,0.0,0,3,0.0608,0.0152,1
Bridget Carleton,player_assists,2.5,over,106,betonlineag,0.5182,0.459,0.0592,0.0675,0.0,0,2,0.0637,0.0159,1
Jade Melbourne,player_points,9.5,over,-123,betonlineag,0.5884,0.5312,0.0572,0.0668,0.0,0,3,0.0821,0.0205,1
Dearica Hamby,player_assists,2.5,over,125,draftkings,0.4725,0.4156,0.0569,0.0631,0.0,0,3,0.0505,0.0126,1
Chelsea Gray,player_rebounds,2.5,over,-146,fanduel,0.6292,0.5725,0.0567,0.0602,0.0,0,3,0.0878,0.022,1
Olivia Nelson-Ododa,player_points,10.5,under,-116,draftkings,0.5618,0.5057,0.0561,0.0461,0.0,0,3,0.0535,0.0134,1
Jordan Horston,player_points,7.5,over,110,betonlineag,0.4979,0.442,0.0559,0.0456,0.0,0,1,0.0414,0.0104,1
Dearica Hamby,player_points,13.5,over,-129,draftkings,0.5848,0.529,0.0558,0.0381,0.0,0,1,0.0492,0.0123,1
Sabrina Ionescu,player_rebounds,4.5,over,128,fanduel,0.455,0.3996,0.0554,0.0374,0.0,0,1,0.0292,0.0073,1
Breanna Stewart,player_assists,3.5,over,-106,draftkings,0.5372,0.4819,0.0553,0.044,0.0,0,3,0.0466,0.0117,1
Ariel Atkins,player_rebounds,2.5,over,-123,betonlineag,0.5772,0.5221,0.0551,0.0465,0.0,0,3,0.0572,0.0143,1
Makayla Timpson,player_points,6.5,over,-107,draftkings,0.5455,0.4905,0.055,0.0553,0.0,0,2,0.0592,0.0148,1
Dearica Hamby,player_points,14.5,over,100,betonlineag,0.5234,0.4686,0.0548,0.0468,0.0,0,2,0.0468,0.0117,1
Jackie Young,player_rebounds,4.5,over,-106,betonlineag,0.5375,0.4856,0.0519,0.0446,0.0,0,3,0.0472,0.0118,1
NaLyssa Smith,player_rebounds,5.5,over,-137,betonlineag,0.6005,0.5523,0.0482,0.0388,0.0,0,3,0.0532,0.0133,1
Sonia Citron,player_assists,4.5,over,126,betonlineag,0.4564,0.4097,0.0467,0.0315,0.0,0,2,0.025,0.0062,1
Courtney Williams,player_rebounds,4.5,over,-123,draftkings,0.5682,0.5215,0.0467,0.0302,0.0,0,3,0.0371,0.0093,1
Ariel Atkins,player_assists,2.5,over,-135,betonlineag,0.5882,0.5447,0.0435,0.0239,0.0,0,3,0.0323,0.0081,1
Sabrina Ionescu,player_assists,5.5,under,-138,fanduel,0.5912,0.5507,0.0405,0.0196,0.0,0,2,0.0271,0.0068,1
Kelsey Mitchell,player_points,25.5,over,-107,draftkings,0.5213,0.481,0.0403,0.0085,0.0,0,1,0.0091,0.0023,1
Jonquel Jones,player_points,14.5,over,-105,betonlineag,0.518,0.4797,0.0383,0.0113,0.0,0,3,0.0119,0.003,1
Alanna Smith,player_rebounds,7.5,under,111,betonlineag,0.4794,0.4423,0.0371,0.0115,0.0,0,2,0.0104,0.0026,1
Aliyah Boston,player_rebounds,8.5,over,-128,fanduel,0.5654,0.5304,0.035,0.0071,0.0,0,3,0.0091,0.0023,1
Emily Engstler,player_points,9.5,under,-101,betonlineag,0.505,0.4708,0.0342,0.005,0.0,0,3,0.0051,0.0013,1
Brittney Griner,player_rebounds,6.5,over,116,fanduel,0.4653,0.4312,0.0341,0.005,0.0,0,3,0.0044,0.0011,1
Alanna Smith,player_points,11.5,over,-115,fanduel,0.5393,0.5057,0.0336,0.0083,0.0,0,3,0.0095,0.0024,1
Diamond Miller,player_points,9.5,under,-106,draftkings,0.5195,0.4865,0.033,0.0096,0.0,0,3,0.0102,0.0025,1
Emily Engstler,player_assists,2.5,over,144,betonlineag,0.4116,0.3793,0.0323,0.0043,0.0,0,2,0.003,0.0007,1
Dominique Malonga,player_assists,1.5,over,-182,betonlineag,0.6511,0.6197,0.0314,0.0088,0.0,0,2,0.0161,0.004,1
Michaela Onyenwere,player_points,7.5,over,-106,fanduel,0.5311,0.5,0.0311,0.0321,0.0,0,3,0.0341,0.0085,1
Aliyah Boston,player_assists,3.5,over,122,fanduel,0.4547,0.4238,0.0309,0.0094,0.0,0,3,0.0077,0.0019,1
Sabrina Ionescu,player_assists,4.5,under,117,draftkings,0.4506,0.4205,0.0301,-0.0222,0.0,0,1,0.0,0.0,0
Dominique Malonga,player_assists,2.5,over,136,draftkings,0.4095,0.3816,0.0279,-0.0336,0.0,0,1,0.0,0.0,0
Pauline Astier,player_points,7.5,under,-119,draftkings,0.5481,0.5203,0.0278,0.0087,0.0,0,3,0.0103,0.0026,0
Sonia Citron,player_points,17.5,over,100,fanduel,0.4971,0.4696,0.0275,-0.0058,0.0,0,3,0.0,0.0,0
Erica Wheeler,player_assists,5.5,under,-112,fanduel,0.5269,0.5,0.0269,-0.0027,0.0,0,3,0.0,0.0,0
Kelsey Mitchell,player_points,24.5,over,-125,betonlineag,0.5582,0.5327,0.0255,0.0048,0.0,0,2,0.006,0.0015,0
Leila Lacan,player_assists,4.5,under,-133,betonlineag,0.5673,0.5421,0.0252,-0.0062,0.0,0,3,0.0,0.0,0
Chelsea Gray,player_points,12.5,over,104,fanduel,0.4994,0.4797,0.0197,0.0188,0.0,0,3,0.0181,0.0045,0
Sonia Citron,player_assists,3.5,over,-172,fanduel,0.6199,0.6004,0.0195,-0.0197,0.0,0,1,0.0,0.0,0
Sabrina Ionescu,player_points,18.5,under,-114,fanduel,0.526,0.509,0.017,-0.0126,0.0,0,3,0.0,0.0,0
Jonquel Jones,player_assists,2.5,over,-156,draftkings,0.6044,0.5879,0.0165,-0.0082,0.0,0,3,0.0,0.0,0
A'ja Wilson,player_assists,3.5,over,109,betonlineag,0.4653,0.4493,0.016,-0.0275,0.0,0,3,0.0,0.0,0
Olivia Miles,player_assists,7.5,over,116,fanduel,0.4576,0.442,0.0156,-0.0116,0.0,0,3,0.0,0.0,0
Shakira Austin,player_assists,2.5,under,114,betonlineag,0.4476,0.4341,0.0135,-0.0421,0.0,0,3,0.0,0.0,0
Natasha Howard,player_assists,3.5,over,142,fanduel,0.3831,0.3734,0.0097,-0.0729,0.0,0,1,0.0,0.0,0
NaLyssa Smith,player_points,11.5,under,-105,draftkings,0.509,0.5034,0.0056,-0.0062,0.0,0,3,0.0,0.0,0
Leila Lacan,player_points,11.5,over,102,fanduel,0.4711,0.4663,0.0048,-0.0484,0.0,0,3,0.0,0.0,0
Natasha Howard,player_assists,2.5,under,119,betonlineag,0.421,0.4203,0.0007,-0.078,0.0,0,2,0.0,0.0,0
Caitlin Clark,player_assists,9.5,under,-108,fanduel,0.4961,0.4956,0.0005,-0.0445,0.0,0,3,0.0,0.0,0
Caitlin Clark,player_assists,9.5,over,-105,betonlineag,0.5039,0.5044,-0.0005,-0.0162,0.0,0,3,0.0,0.0,0
Natasha Howard,player_assists,2.5,over,-154,betonlineag,0.579,0.5797,-0.0007,-0.045,0.0,0,2,0.0,0.0,0
Leila Lacan,player_points,11.5,under,-130,draftkings,0.5289,0.5337,-0.0048,-0.0643,0.0,0,3,0.0,0.0,0
NaLyssa Smith,player_points,11.5,over,-106,fanduel,0.491,0.4966,-0.0056,-0.0458,0.0,0,3,0.0,0.0,0
Natasha Howard,player_assists,3.5,under,-192,fanduel,0.6169,0.6266,-0.0097,-0.0618,0.0,0,1,0.0,0.0,0
Shakira Austin,player_assists,2.5,over,-144,fanduel,0.5524,0.5659,-0.0135,-0.064,0.0,0,3,0.0,0.0,0
Olivia Miles,player_assists,7.5,under,-131,draftkings,0.5424,0.558,-0.0156,-0.0436,0.0,0,3,0.0,0.0,0
A'ja Wilson,player_assists,3.5,under,-139,draftkings,0.5347,0.5507,-0.016,-0.0806,0.0,0,3,0.0,0.0,0
Jonquel Jones,player_assists,2.5,under,136,fanduel,0.3956,0.4121,-0.0165,-0.0664,0.0,0,3,0.0,0.0,0
Sabrina Ionescu,player_points,18.5,over,-106,draftkings,0.474,0.491,-0.017,-0.0788,0.0,0,3,0.0,0.0,0
Sonia Citron,player_assists,3.5,under,128,fanduel,0.3801,0.3996,-0.0195,-0.1334,0.0,0,1,0.0,0.0,0
Chelsea Gray,player_points,12.5,under,-115,draftkings,0.5006,0.5203,-0.0197,-0.0641,0.0,0,3,0.0,0.0,0
Leila Lacan,player_assists,4.5,over,103,betonlineag,0.4327,0.4579,-0.0252,-0.1216,0.0,0,3,0.0,0.0,0
Kelsey Mitchell,player_points,24.5,under,104,fanduel,0.4418,0.4673,-0.0255,-0.0987,0.0,0,2,0.0,0.0,0
Erica Wheeler,player_assists,5.5,over,-114,betonlineag,0.4731,0.5,-0.0269,-0.1119,0.0,0,3,0.0,0.0,0
Sonia Citron,player_points,17.5,under,-121,draftkings,0.5029,0.5304,-0.0275,-0.0815,0.0,0,3,0.0,0.0,0
Pauline Astier,player_points,7.5,over,-102,fanduel,0.4519,0.4797,-0.0278,-0.1051,0.0,0,3,0.0,0.0,0
Dominique Malonga,player_assists,2.5,under,-187,draftkings,0.5905,0.6184,-0.0279,-0.0937,0.0,0,1,0.0,0.0,0
Sabrina Ionescu,player_assists,4.5,over,-159,draftkings,0.5494,0.5795,-0.0301,-0.1051,0.0,0,1,0.0,0.0,0
Aliyah Boston,player_assists,3.5,under,-150,draftkings,0.5453,0.5762,-0.0309,-0.0912,0.0,0,3,0.0,0.0,0
Michaela Onyenwere,player_points,7.5,under,-108,draftkings,0.4689,0.5,-0.0311,-0.0969,0.0,0,3,0.0,0.0,0
Dominique Malonga,player_assists,1.5,under,140,fanduel,0.3489,0.3803,-0.0314,-0.1626,0.0,0,2,0.0,0.0,0
Emily Engstler,player_assists,2.5,under,-184,draftkings,0.5884,0.6207,-0.0323,-0.0918,0.0,0,2,0.0,0.0,0
Diamond Miller,player_points,9.5,over,-118,fanduel,0.4805,0.5135,-0.033,-0.1123,0.0,0,3,0.0,0.0,0
Alanna Smith,player_points,11.5,under,-104,draftkings,0.4607,0.4943,-0.0336,-0.0963,0.0,0,3,0.0,0.0,0
Brittney Griner,player_rebounds,6.5,under,-147,draftkings,0.5347,0.5688,-0.0341,-0.1016,0.0,0,3,0.0,0.0,0
Emily Engstler,player_points,9.5,over,-125,draftkings,0.495,0.5292,-0.0342,-0.109,0.0,0,3,0.0,0.0,0
Aliyah Boston,player_rebounds,8.5,under,104,draftkings,0.4346,0.4696,-0.035,-0.1134,0.0,0,3,0.0,0.0,0
Alanna Smith,player_rebounds,7.5,over,-144,draftkings,0.5206,0.5577,-0.0371,-0.1179,0.0,0,2,0.0,0.0,0
Jonquel Jones,player_points,14.5,under,-120,fanduel,0.482,0.5203,-0.0383,-0.1163,0.0,0,3,0.0,0.0,0
Kelsey Mitchell,player_points,25.5,under,-124,draftkings,0.4787,0.519,-0.0403,-0.1353,0.0,0,1,0.0,0.0,0
Sabrina Ionescu,player_assists,5.5,over,109,betonlineag,0.4088,0.4493,-0.0405,-0.1456,0.0,0,2,0.0,0.0,0
Ariel Atkins,player_assists,2.5,under,108,fanduel,0.4118,0.4553,-0.0435,-0.1435,0.0,0,3,0.0,0.0,0
Sonia Citron,player_assists,4.5,under,-164,betonlineag,0.5436,0.5903,-0.0467,-0.1249,0.0,0,2,0.0,0.0,0
Courtney Williams,player_rebounds,4.5,under,102,fanduel,0.4318,0.4785,-0.0467,-0.1278,0.0,0,3,0.0,0.0,0
NaLyssa Smith,player_rebounds,5.5,under,114,fanduel,0.3995,0.4477,-0.0482,-0.1451,0.0,0,3,0.0,0.0,0
Jackie Young,player_rebounds,4.5,under,-114,fanduel,0.4625,0.5144,-0.0519,-0.1318,0.0,0,3,0.0,0.0,0
Dearica Hamby,player_points,14.5,under,-128,fanduel,0.4766,0.5314,-0.0548,-0.1511,0.0,0,2,0.0,0.0,0
Makayla Timpson,player_points,6.5,under,-114,betonlineag,0.4545,0.5095,-0.055,-0.1468,0.0,0,2,0.0,0.0,0
Ariel Atkins,player_rebounds,2.5,under,-104,fanduel,0.4228,0.4779,-0.0551,-0.1707,0.0,0,3,0.0,0.0,0
Breanna Stewart,player_assists,3.5,under,-114,fanduel,0.4628,0.5181,-0.0553,-0.1312,0.0,0,3,0.0,0.0,0
Sabrina Ionescu,player_rebounds,4.5,under,-172,fanduel,0.545,0.6004,-0.0554,-0.1381,0.0,0,1,0.0,0.0,0
Dearica Hamby,player_points,13.5,under,-103,draftkings,0.4152,0.471,-0.0558,-0.1817,0.0,0,1,0.0,0.0,0
Jordan Horston,player_points,7.5,under,-143,betonlineag,0.5021,0.558,-0.0559,-0.1468,0.0,0,1,0.0,0.0,0
Olivia Nelson-Ododa,player_points,10.5,over,-110,fanduel,0.4382,0.4943,-0.0561,-0.1634,0.0,0,3,0.0,0.0,0
Chelsea Gray,player_rebounds,2.5,under,123,draftkings,0.3708,0.4275,-0.0567,-0.1731,0.0,0,3,0.0,0.0,0
Dearica Hamby,player_assists,2.5,under,-158,fanduel,0.5275,0.5844,-0.0569,-0.1386,0.0,0,3,0.0,0.0,0
Jade Melbourne,player_points,9.5,under,100,fanduel,0.4116,0.4688,-0.0572,-0.1768,0.0,0,3,0.0,0.0,0
Bridget Carleton,player_assists,2.5,under,-133,draftkings,0.4818,0.541,-0.0592,-0.1559,0.0,0,2,0.0,0.0,0
Shakira Austin,player_points,19.5,under,-123,betonlineag,0.4604,0.5203,-0.0599,-0.1653,0.0,0,3,0.0,0.0,0
Ezi Magbegor,player_assists,2.5,under,-172,betonlineag,0.5437,0.6039,-0.0602,-0.1402,0.0,0,1,0.0,0.0,0
Brittney Griner,player_assists,2.5,under,-164,betonlineag,0.5311,0.5923,-0.0612,-0.1451,0.0,0,1,0.0,0.0,0
Rae Burrell,player_points,15.5,under,-114,fanduel,0.4478,0.509,-0.0612,-0.1594,0.0,0,3,0.0,0.0,0
Nneka Ogwumike,player_assists,3.5,under,-169,draftkings,0.5466,0.6079,-0.0613,-0.13,0.0,0,3,0.0,0.0,0
Arike Ogunbowale,player_assists,3.5,under,107,draftkings,0.392,0.4536,-0.0616,-0.1886,0.0,0,3,0.0,0.0,0
Sabrina Ionescu,player_rebounds,3.5,under,109,betonlineag,0.3797,0.4423,-0.0626,-0.2064,0.0,0,2,0.0,0.0,0
