player,market,line,side,best_price,book,model_p,fair_p,edge,ev_per_unit,p_push,is_whole_line,n_books,kelly_full,kelly_frac,bet_flag
Rae Burrell,player_assists,3.5,under,-132,fanduel,0.6724,0.5374,0.135,0.1818,0.0,0,3,0.24,0.06,1
Kiki Rice,player_assists,3.5,under,105,betonlineag,0.591,0.4566,0.1344,0.2115,0.0,0,2,0.2015,0.0504,1
Alanna Smith,player_points,10.5,under,-115,fanduel,0.6449,0.5129,0.132,0.2057,0.0,0,4,0.2365,0.0591,1
Olivia Nelson-Ododa,player_points,13.5,under,-114,fanduel,0.6308,0.5,0.1308,0.1841,0.0,0,3,0.2099,0.0525,1
Isabelle Harrison,player_assists,2.5,under,-164,betonlineag,0.7298,0.6003,0.1295,0.1748,0.0,0,3,0.2867,0.0717,1
Diamond Miller,player_rebounds,3.5,under,114,fanduel,0.5579,0.4296,0.1283,0.1939,0.0,0,3,0.1701,0.0425,1
Natasha Howard,player_points,10.5,over,-118,draftkings,0.6539,0.5296,0.1243,0.2081,0.0,0,4,0.2455,0.0614,1
Jessica Shepard,player_assists,4.5,under,102,fanduel,0.6024,0.4787,0.1237,0.2168,0.0,0,4,0.2126,0.0531,1
Chelsea Gray,player_points,11.5,under,-104,fanduel,0.605,0.4819,0.1231,0.1867,0.0,0,3,0.1942,0.0486,1
Courtney Williams,player_points,10.5,over,-128,fanduel,0.652,0.5292,0.1228,0.1614,0.0,0,1,0.2066,0.0516,1
Chelsea Gray,player_rebounds,3.5,under,-168,draftkings,0.7239,0.6068,0.1171,0.1548,0.0,0,2,0.2601,0.065,1
Naz Hillmon,player_rebounds,4.5,under,117,draftkings,0.5444,0.4275,0.1169,0.1813,0.0,0,3,0.155,0.0387,1
Chelsea Gray,player_rebounds,2.5,under,128,fanduel,0.5146,0.398,0.1166,0.1733,0.0,0,1,0.1354,0.0338,1
Courtney Williams,player_points,11.5,over,-105,draftkings,0.5939,0.4791,0.1148,0.1595,0.0,0,3,0.1675,0.0419,1
Cecilia Zandalasini,player_rebounds,2.5,over,132,draftkings,0.5075,0.3931,0.1144,0.1774,0.0,0,2,0.1344,0.0336,1
Dearica Hamby,player_rebounds,6.5,under,110,fanduel,0.5533,0.4393,0.114,0.1619,0.0,0,1,0.1472,0.0368,1
A'ja Wilson,player_points,25.5,under,-120,fanduel,0.6271,0.5135,0.1136,0.1497,0.0,0,3,0.1796,0.0449,1
Caitlin Clark,player_assists,8.5,under,114,fanduel,0.5429,0.4318,0.1111,0.1618,0.0,0,2,0.1419,0.0355,1
Cotie McMahon,player_points,8.5,under,-128,betonlineag,0.6434,0.5341,0.1093,0.1461,0.0,0,4,0.187,0.0467,1
Georgia Amoore,player_points,4.5,over,100,betonlineag,0.5772,0.4693,0.1079,0.1544,0.0,0,2,0.1544,0.0386,1
Napheesa Collier,player_rebounds,7.5,under,-122,fanduel,0.6257,0.5191,0.1066,0.1386,0.0,0,4,0.1691,0.0423,1
Kelsey Mitchell,player_assists,2.5,over,136,betonlineag,0.498,0.3915,0.1065,0.1753,0.0,0,3,0.1289,0.0322,1
Shakira Austin,player_points,19.5,under,-128,fanduel,0.6382,0.5339,0.1043,0.1368,0.0,0,4,0.1751,0.0438,1
Chelsea Gray,player_assists,6.5,under,-118,fanduel,0.6243,0.5203,0.104,0.1534,0.0,0,3,0.181,0.0452,1
Angel Reese,player_points,15.5,over,-118,fanduel,0.6116,0.509,0.1026,0.1299,0.0,0,2,0.1533,0.0383,1
Kelsey Mitchell,player_points,25.5,under,-130,fanduel,0.6312,0.5337,0.0975,0.1167,0.0,0,1,0.1518,0.0379,1
Veronica Burton,player_assists,5.5,under,113,draftkings,0.536,0.4402,0.0958,0.1417,0.0,0,3,0.1254,0.0313,1
Caitlin Clark,player_assists,9.5,under,-139,williamhill_us,0.6474,0.5519,0.0955,0.1132,0.0,0,2,0.1573,0.0393,1
A'ja Wilson,player_assists,2.5,under,134,fanduel,0.4855,0.3902,0.0953,0.1361,0.0,0,2,0.1015,0.0254,1
Kiki Iriafen,player_assists,2.5,under,-208,betonlineag,0.7419,0.6485,0.0934,0.0986,0.0,0,1,0.2051,0.0513,1
Dearica Hamby,player_points,15.5,under,-132,fanduel,0.6307,0.5382,0.0925,0.1085,0.0,0,1,0.1432,0.0358,1
Gabby Williams,player_assists,2.5,under,-128,draftkings,0.6132,0.5243,0.0889,0.0923,0.0,0,1,0.1181,0.0295,1
Jordin Canada,player_assists,7.5,under,100,fanduel,0.5673,0.4785,0.0888,0.1346,0.0,0,3,0.1346,0.0337,1
Kiki Rice,player_points,12.5,under,-110,draftkings,0.6004,0.5129,0.0875,0.1462,0.0,0,4,0.1608,0.0402,1
Nneka Ogwumike,player_assists,2.5,under,128,fanduel,0.4867,0.3997,0.087,0.1097,0.0,0,3,0.0857,0.0214,1
Cotie McMahon,player_assists,2.5,under,-160,fanduel,0.6845,0.5998,0.0847,0.1123,0.0,0,3,0.1797,0.0449,1
Angel Reese,player_points,16.5,over,-104,draftkings,0.5567,0.4743,0.0824,0.092,0.0,0,1,0.0957,0.0239,1
Michaela Onyenwere,player_points,7.5,under,-106,draftkings,0.5648,0.4832,0.0816,0.0976,0.0,0,4,0.1035,0.0259,1
Kelsey Mitchell,player_points,24.5,under,-109,williamhill_us,0.5865,0.5056,0.0809,0.1246,0.0,0,3,0.1358,0.0339,1
Kiki Iriafen,player_points,15.5,under,-111,draftkings,0.5758,0.4955,0.0803,0.0945,0.0,0,4,0.1049,0.0262,1
Naz Hillmon,player_points,9.5,under,-129,draftkings,0.6199,0.5404,0.0795,0.1004,0.0,0,3,0.1296,0.0324,1
A'ja Wilson,player_assists,3.5,under,-179,draftkings,0.6878,0.6084,0.0794,0.072,0.0,0,1,0.129,0.0322,1
Leila Lacan,player_assists,4.5,under,116,fanduel,0.5055,0.427,0.0785,0.0919,0.0,0,3,0.0792,0.0198,1
Nneka Ogwumike,player_rebounds,8.5,under,-138,fanduel,0.6243,0.5464,0.0779,0.0767,0.0,0,3,0.1058,0.0265,1
Allisha Gray,player_assists,3.5,under,-167,draftkings,0.6899,0.6126,0.0773,0.103,0.0,0,3,0.172,0.043,1
Cotie McMahon,player_rebounds,3.5,under,-134,draftkings,0.6194,0.5428,0.0766,0.0816,0.0,0,4,0.1094,0.0273,1
Rhyne Howard,player_points,18.5,under,-114,fanduel,0.5796,0.5045,0.0751,0.088,0.0,0,3,0.1003,0.0251,1
Kiki Rice,player_rebounds,3.5,over,103,betonlineag,0.5332,0.4596,0.0736,0.0824,0.0,0,1,0.08,0.02,1
Kayla McBride,player_points,14.5,over,104,fanduel,0.5478,0.4753,0.0725,0.1175,0.0,0,4,0.113,0.0282,1
Caitlin Clark,player_rebounds,4.5,under,-155,draftkings,0.6449,0.573,0.0719,0.061,0.0,0,1,0.0945,0.0236,1
NaLyssa Smith,player_rebounds,6.5,under,100,fanduel,0.551,0.4801,0.0709,0.102,0.0,0,3,0.102,0.0255,1
Arike Ogunbowale,player_rebounds,3.5,over,124,draftkings,0.4859,0.4171,0.0688,0.0884,0.0,0,4,0.0713,0.0178,1
Cecilia Zandalasini,player_assists,2.5,over,186,betonlineag,0.3799,0.3116,0.0683,0.0865,0.0,0,1,0.0465,0.0116,1
Kiki Iriafen,player_rebounds,8.5,under,110,draftkings,0.5032,0.4357,0.0675,0.0567,0.0,0,1,0.0516,0.0129,1
Shakira Austin,player_rebounds,9.5,under,110,betonlineag,0.5082,0.442,0.0662,0.0672,0.0,0,1,0.0611,0.0153,1
Makayla Timpson,player_rebounds,6.5,over,106,fanduel,0.5352,0.4696,0.0656,0.1025,0.0,0,3,0.0967,0.0242,1
Paige Bueckers,player_points,21.5,under,-127,draftkings,0.5893,0.5245,0.0648,0.0533,0.0,0,1,0.0677,0.0169,1
Alanna Smith,player_rebounds,5.5,under,105,draftkings,0.5224,0.4582,0.0642,0.0709,0.0,0,4,0.0675,0.0169,1
Nneka Ogwumike,player_points,15.5,under,-120,betonlineag,0.5763,0.5135,0.0628,0.0566,0.0,0,3,0.0679,0.017,1
Rhyne Howard,player_assists,3.5,under,122,fanduel,0.4982,0.438,0.0602,0.106,0.0,0,3,0.0869,0.0217,1
Laura Juskaite,player_points,9.5,under,126,betonlineag,0.4703,0.4102,0.0601,0.0629,0.0,0,2,0.0499,0.0125,1
Kayla Thornton,player_rebounds,5.5,under,-140,draftkings,0.6198,0.5603,0.0595,0.0625,0.0,0,4,0.0875,0.0219,1
Veronica Burton,player_points,12.5,under,-114,fanduel,0.5587,0.5,0.0587,0.0488,0.0,0,4,0.0556,0.0139,1
Caitlin Clark,player_rebounds,3.5,under,122,fanduel,0.4721,0.4141,0.058,0.0481,0.0,0,3,0.0394,0.0098,1
Janelle Salaun,player_rebounds,3.5,under,-129,draftkings,0.6127,0.5548,0.0579,0.0877,0.0,0,4,0.1131,0.0283,1
Veronica Burton,player_assists,6.5,under,-175,betonlineag,0.6658,0.6079,0.0579,0.0463,0.0,0,1,0.0809,0.0202,1
Caitlin Clark,player_points,23.5,under,-124,williamhill_us,0.5822,0.5247,0.0575,0.0517,0.0,0,4,0.0641,0.016,1
Allisha Gray,player_rebounds,3.5,over,122,fanduel,0.4835,0.4265,0.057,0.0734,0.0,0,3,0.0601,0.015,1
Kayla McBride,player_rebounds,2.5,over,107,betonlineag,0.5056,0.4532,0.0524,0.0466,0.0,0,2,0.0435,0.0109,1
Jackie Young,player_rebounds,3.5,under,133,betonlineag,0.4578,0.4056,0.0522,0.0667,0.0,0,2,0.0501,0.0125,1
Natasha Howard,player_rebounds,7.5,over,141,betonlineag,0.4307,0.3791,0.0516,0.038,0.0,0,1,0.0269,0.0067,1
Diamond Miller,player_points,11.5,under,100,fanduel,0.5248,0.4752,0.0496,0.0496,0.0,0,3,0.0496,0.0124,1
Janelle Salaun,player_points,10.5,under,-105,betonlineag,0.5308,0.4831,0.0477,0.0363,0.0,0,2,0.0381,0.0095,1
Shakira Austin,player_assists,2.5,under,-104,fanduel,0.5598,0.5122,0.0476,0.0981,0.0,0,3,0.102,0.0255,1
Jordin Canada,player_rebounds,3.5,over,-102,betonlineag,0.5209,0.4733,0.0476,0.0316,0.0,0,3,0.0322,0.0081,1
Gabby Williams,player_points,14.5,over,104,fanduel,0.5208,0.4737,0.0471,0.0624,0.0,0,4,0.06,0.015,1
Courtney Williams,player_assists,3.5,under,118,williamhill_us,0.4728,0.4259,0.0469,0.0307,0.0,0,2,0.026,0.0065,1
Sonia Citron,player_rebounds,3.5,under,100,fanduel,0.519,0.4743,0.0447,0.038,0.0,0,4,0.038,0.0095,1
NaLyssa Smith,player_points,11.5,under,-110,draftkings,0.5441,0.5,0.0441,0.0387,0.0,0,3,0.0426,0.0107,1
Makayla Timpson,player_points,8.5,under,-135,fanduel,0.5859,0.5435,0.0424,0.0199,0.0,0,1,0.0269,0.0067,1
Veronica Burton,player_rebounds,3.5,under,-103,draftkings,0.5214,0.4797,0.0417,0.0276,0.0,0,4,0.0284,0.0071,1
A'ja Wilson,player_rebounds,9.5,under,-135,draftkings,0.5895,0.5478,0.0417,0.0262,0.0,0,3,0.0353,0.0088,1
Shakira Austin,player_rebounds,10.5,under,-143,draftkings,0.6114,0.5698,0.0416,0.039,0.0,0,3,0.0557,0.0139,1
Paige Bueckers,player_points,20.5,under,-109,williamhill_us,0.5406,0.5,0.0406,0.0366,0.0,0,3,0.0399,0.01,1
Rae Burrell,player_rebounds,2.5,under,-128,draftkings,0.5711,0.5312,0.0399,0.0173,0.0,0,3,0.0221,0.0055,1
Janelle Salaun,player_points,11.5,under,-138,fanduel,0.5985,0.5587,0.0398,0.0322,0.0,0,2,0.0444,0.0111,1
Olivia Miles,player_assists,6.5,under,-132,fanduel,0.5939,0.5557,0.0382,0.0438,0.0,0,4,0.0578,0.0145,1
Kayla Thornton,player_points,8.5,under,-108,draftkings,0.5282,0.4916,0.0366,0.0173,0.0,0,4,0.0187,0.0047,1
Olivia Miles,player_points,19.5,under,-126,draftkings,0.5582,0.5235,0.0347,0.0012,0.0,0,1,0.0015,0.0004,1
Gabby Williams,player_rebounds,3.5,over,117,betonlineag,0.4776,0.4442,0.0334,0.0364,0.0,0,3,0.0311,0.0078,1
Isabelle Harrison,player_points,12.5,under,-106,draftkings,0.5258,0.4927,0.0331,0.0218,0.0,0,4,0.0231,0.0058,1
Isabelle Harrison,player_rebounds,6.5,under,-142,draftkings,0.5989,0.5665,0.0324,0.0207,0.0,0,4,0.0293,0.0073,1
Jordin Canada,player_points,11.5,over,-104,fanduel,0.5119,0.4795,0.0324,0.0041,0.0,0,3,0.0043,0.0011,1
Courtney Williams,player_assists,4.5,under,-172,betonlineag,0.6401,0.6078,0.0323,0.0123,0.0,0,2,0.0211,0.0053,1
Sophie Cunningham,player_points,7.5,under,-118,williamhill_us,0.5477,0.5163,0.0314,0.0119,0.0,0,4,0.014,0.0035,1
Natasha Howard,player_rebounds,6.5,over,-128,fanduel,0.5553,0.5276,0.0277,-0.0109,0.0,0,3,0.0,0.0,0
Kiki Iriafen,player_rebounds,9.5,under,-158,fanduel,0.6099,0.5824,0.0275,-0.0041,0.0,0,3,0.0,0.0,0
Arike Ogunbowale,player_points,16.5,under,-106,draftkings,0.517,0.4898,0.0272,0.0047,0.0,0,4,0.005,0.0013,0
Jackie Young,player_rebounds,4.5,under,-172,fanduel,0.6274,0.6004,0.027,-0.0078,0.0,0,1,0.0,0.0,0
Makayla Timpson,player_points,7.5,under,104,williamhill_us,0.4841,0.4611,0.023,-0.0124,0.0,0,3,0.0,0.0,0
Olivia Miles,player_rebounds,4.5,over,114,fanduel,0.453,0.433,0.02,-0.0306,0.0,0,4,0.0,0.0,0
Georgia Amoore,player_assists,3.5,under,-161,betonlineag,0.6062,0.5874,0.0188,-0.0173,0.0,0,4,0.0,0.0,0
Napheesa Collier,player_assists,2.5,over,-128,betonlineag,0.5464,0.5304,0.016,-0.0267,0.0,0,3,0.0,0.0,0
Aliyah Boston,player_points,15.5,over,-123,betonlineag,0.5379,0.5241,0.0138,-0.0248,0.0,0,2,0.0,0.0,0
Aliyah Boston,player_rebounds,8.5,under,-112,draftkings,0.5115,0.4983,0.0132,-0.0318,0.0,0,4,0.0,0.0,0
Aliyah Boston,player_points,16.5,under,-114,fanduel,0.5198,0.5073,0.0125,-0.0242,0.0,0,2,0.0,0.0,0
Courtney Williams,player_rebounds,4.5,under,-130,betonlineag,0.5641,0.5519,0.0122,-0.002,0.0,0,4,0.0,0.0,0
Paige Bueckers,player_rebounds,3.5,over,-134,williamhill_us,0.5564,0.545,0.0114,-0.0284,0.0,0,4,0.0,0.0,0
Angel Reese,player_assists,2.5,over,-119,betonlineag,0.5227,0.5113,0.0114,-0.0381,0.0,0,3,0.0,0.0,0
Cecilia Zandalasini,player_points,9.5,over,100,fanduel,0.478,0.4682,0.0098,-0.044,0.0,0,4,0.0,0.0,0
Michaela Onyenwere,player_rebounds,2.5,over,-128,fanduel,0.5347,0.5267,0.008,-0.0476,0.0,0,3,0.0,0.0,0
Paige Bueckers,player_assists,5.5,over,-106,fanduel,0.495,0.4871,0.0079,-0.038,0.0,0,4,0.0,0.0,0
Aliyah Boston,player_assists,2.5,under,128,fanduel,0.4334,0.4265,0.0069,-0.0118,0.0,0,3,0.0,0.0,0
Tiffany Hayes,player_points,8.5,over,-111,draftkings,0.5054,0.4995,0.0059,-0.0393,0.0,0,4,0.0,0.0,0
Rhyne Howard,player_rebounds,3.5,over,-110,betonlineag,0.496,0.491,0.005,-0.0531,0.0,0,3,0.0,0.0,0
Angel Reese,player_rebounds,12.5,over,-119,betonlineag,0.516,0.5112,0.0048,-0.0504,0.0,0,3,0.0,0.0,0
Arike Ogunbowale,player_assists,3.5,under,-128,fanduel,0.5427,0.539,0.0037,-0.0333,0.0,0,4,0.0,0.0,0
Allisha Gray,player_points,19.5,over,-114,fanduel,0.5085,0.5057,0.0028,-0.0454,0.0,0,3,0.0,0.0,0
Natasha Howard,player_assists,2.5,over,-133,betonlineag,0.5599,0.5576,0.0023,-0.0191,0.0,0,2,0.0,0.0,0
Olivia Miles,player_points,18.5,under,-112,williamhill_us,0.5032,0.5023,0.0009,-0.0475,0.0,0,3,0.0,0.0,0
Dearica Hamby,player_assists,2.5,over,130,draftkings,0.4011,0.4002,0.0009,-0.0775,0.0,0,3,0.0,0.0,0
Leila Lacan,player_points,11.5,over,102,fanduel,0.4669,0.4663,0.0006,-0.0569,0.0,0,3,0.0,0.0,0
Leila Lacan,player_points,11.5,under,-128,draftkings,0.5331,0.5337,-0.0006,-0.0504,0.0,0,3,0.0,0.0,0
Olivia Miles,player_points,18.5,over,100,betonlineag,0.4968,0.4977,-0.0009,-0.0064,0.0,0,3,0.0,0.0,0
Dearica Hamby,player_assists,2.5,under,-162,fanduel,0.5989,0.5998,-0.0009,-0.0314,0.0,0,3,0.0,0.0,0
Natasha Howard,player_assists,2.5,under,115,draftkings,0.4401,0.4424,-0.0023,-0.0538,0.0,0,2,0.0,0.0,0
Allisha Gray,player_points,19.5,under,-107,draftkings,0.4915,0.4943,-0.0028,-0.0492,0.0,0,3,0.0,0.0,0
Arike Ogunbowale,player_assists,3.5,over,103,betonlineag,0.4573,0.461,-0.0037,-0.0717,0.0,0,4,0.0,0.0,0
Angel Reese,player_rebounds,12.5,under,-109,betonlineag,0.484,0.4888,-0.0048,-0.072,0.0,0,3,0.0,0.0,0
Rhyne Howard,player_rebounds,3.5,under,-114,fanduel,0.504,0.509,-0.005,-0.0539,0.0,0,3,0.0,0.0,0
Tiffany Hayes,player_points,8.5,under,-106,fanduel,0.4946,0.5005,-0.0059,-0.0388,0.0,0,4,0.0,0.0,0
Aliyah Boston,player_assists,2.5,over,-143,draftkings,0.5666,0.5735,-0.0069,-0.0372,0.0,0,3,0.0,0.0,0
Paige Bueckers,player_assists,5.5,under,-117,draftkings,0.505,0.5129,-0.0079,-0.0634,0.0,0,4,0.0,0.0,0
Michaela Onyenwere,player_rebounds,2.5,under,-101,betonlineag,0.4653,0.4733,-0.008,-0.074,0.0,0,3,0.0,0.0,0
Cecilia Zandalasini,player_points,9.5,under,-128,draftkings,0.522,0.5318,-0.0098,-0.0702,0.0,0,4,0.0,0.0,0
Paige Bueckers,player_rebounds,3.5,under,104,fanduel,0.4436,0.455,-0.0114,-0.0951,0.0,0,4,0.0,0.0,0
Angel Reese,player_assists,2.5,under,-106,draftkings,0.4773,0.4887,-0.0114,-0.0724,0.0,0,3,0.0,0.0,0
Courtney Williams,player_rebounds,4.5,over,116,fanduel,0.4359,0.4481,-0.0122,-0.0585,0.0,0,4,0.0,0.0,0
Aliyah Boston,player_points,16.5,over,-109,williamhill_us,0.4802,0.4927,-0.0125,-0.0792,0.0,0,2,0.0,0.0,0
Aliyah Boston,player_rebounds,8.5,over,-114,fanduel,0.4885,0.5017,-0.0132,-0.083,0.0,0,4,0.0,0.0,0
Aliyah Boston,player_points,15.5,under,-104,draftkings,0.4621,0.4759,-0.0138,-0.0936,0.0,0,2,0.0,0.0,0
Napheesa Collier,player_assists,2.5,under,106,fanduel,0.4536,0.4696,-0.016,-0.0656,0.0,0,3,0.0,0.0,0
Georgia Amoore,player_assists,3.5,over,127,williamhill_us,0.3938,0.4126,-0.0188,-0.1061,0.0,0,4,0.0,0.0,0
Olivia Miles,player_rebounds,4.5,under,-143,betonlineag,0.547,0.567,-0.02,-0.0705,0.0,0,4,0.0,0.0,0
Makayla Timpson,player_points,7.5,over,-130,betonlineag,0.5159,0.5389,-0.023,-0.0873,0.0,0,3,0.0,0.0,0
Jackie Young,player_rebounds,4.5,over,128,fanduel,0.3726,0.3996,-0.027,-0.1505,0.0,0,1,0.0,0.0,0
Arike Ogunbowale,player_points,16.5,over,-118,fanduel,0.483,0.5102,-0.0272,-0.1077,0.0,0,4,0.0,0.0,0
Kiki Iriafen,player_rebounds,9.5,over,132,betonlineag,0.3901,0.4176,-0.0275,-0.095,0.0,0,3,0.0,0.0,0
Natasha Howard,player_rebounds,6.5,under,102,williamhill_us,0.4447,0.4724,-0.0277,-0.1017,0.0,0,3,0.0,0.0,0
Sophie Cunningham,player_points,7.5,over,-106,fanduel,0.4523,0.4837,-0.0314,-0.121,0.0,0,4,0.0,0.0,0
Courtney Williams,player_assists,4.5,over,134,fanduel,0.3599,0.3922,-0.0323,-0.1578,0.0,0,2,0.0,0.0,0
Isabelle Harrison,player_rebounds,6.5,over,118,betonlineag,0.4011,0.4335,-0.0324,-0.1256,0.0,0,4,0.0,0.0,0
Jordin Canada,player_points,11.5,under,-122,fanduel,0.4881,0.5205,-0.0324,-0.1118,0.0,0,3,0.0,0.0,0
Isabelle Harrison,player_points,12.5,over,-115,fanduel,0.4742,0.5073,-0.0331,-0.1135,0.0,0,4,0.0,0.0,0
Gabby Williams,player_rebounds,3.5,under,-139,draftkings,0.5224,0.5558,-0.0334,-0.1018,0.0,0,3,0.0,0.0,0
Olivia Miles,player_points,19.5,over,-105,draftkings,0.4418,0.4765,-0.0347,-0.1374,0.0,0,1,0.0,0.0,0
Kayla Thornton,player_points,8.5,over,-110,fanduel,0.4718,0.5084,-0.0366,-0.0993,0.0,0,4,0.0,0.0,0
Olivia Miles,player_assists,6.5,over,109,betonlineag,0.4061,0.4443,-0.0382,-0.1513,0.0,0,4,0.0,0.0,0
Janelle Salaun,player_points,11.5,over,110,williamhill_us,0.4015,0.4413,-0.0398,-0.1569,0.0,0,2,0.0,0.0,0
Rae Burrell,player_rebounds,2.5,over,100,betonlineag,0.4289,0.4688,-0.0399,-0.1422,0.0,0,3,0.0,0.0,0
Paige Bueckers,player_points,20.5,over,-114,fanduel,0.4594,0.5,-0.0406,-0.1376,0.0,0,3,0.0,0.0,0
Shakira Austin,player_rebounds,10.5,over,114,fanduel,0.3886,0.4302,-0.0416,-0.1684,0.0,0,3,0.0,0.0,0
Veronica Burton,player_rebounds,3.5,over,-114,fanduel,0.4786,0.5203,-0.0417,-0.1016,0.0,0,4,0.0,0.0,0
A'ja Wilson,player_rebounds,9.5,over,106,fanduel,0.4105,0.4522,-0.0417,-0.1544,0.0,0,3,0.0,0.0,0
Makayla Timpson,player_points,8.5,over,104,fanduel,0.4141,0.4565,-0.0424,-0.1552,0.0,0,1,0.0,0.0,0
NaLyssa Smith,player_points,11.5,over,-110,fanduel,0.4559,0.5,-0.0441,-0.1296,0.0,0,3,0.0,0.0,0
Sonia Citron,player_rebounds,3.5,over,-122,draftkings,0.481,0.5257,-0.0447,-0.1247,0.0,0,4,0.0,0.0,0
Courtney Williams,player_assists,3.5,over,-154,draftkings,0.5272,0.5741,-0.0469,-0.1305,0.0,0,2,0.0,0.0,0
Gabby Williams,player_points,14.5,under,-121,williamhill_us,0.4792,0.5263,-0.0471,-0.1248,0.0,0,4,0.0,0.0,0
Shakira Austin,player_assists,2.5,over,-108,betonlineag,0.4402,0.4878,-0.0476,-0.1522,0.0,0,3,0.0,0.0,0
Jordin Canada,player_rebounds,3.5,under,-126,draftkings,0.4791,0.5267,-0.0476,-0.1407,0.0,0,3,0.0,0.0,0
Janelle Salaun,player_points,10.5,over,-121,draftkings,0.4692,0.5169,-0.0477,-0.143,0.0,0,2,0.0,0.0,0
Diamond Miller,player_points,11.5,over,-125,draftkings,0.4752,0.5248,-0.0496,-0.1446,0.0,0,3,0.0,0.0,0
Natasha Howard,player_rebounds,7.5,under,-185,betonlineag,0.5693,0.6209,-0.0516,-0.123,0.0,0,1,0.0,0.0,0
Jackie Young,player_rebounds,3.5,over,-162,draftkings,0.5422,0.5944,-0.0522,-0.1231,0.0,0,2,0.0,0.0,0
Kayla McBride,player_rebounds,2.5,under,-138,draftkings,0.4944,0.5468,-0.0524,-0.1473,0.0,0,2,0.0,0.0,0
Allisha Gray,player_rebounds,3.5,under,-144,draftkings,0.5165,0.5735,-0.057,-0.1248,0.0,0,3,0.0,0.0,0
Caitlin Clark,player_points,23.5,over,100,fanduel,0.4178,0.4753,-0.0575,-0.1644,0.0,0,4,0.0,0.0,0
Janelle Salaun,player_rebounds,3.5,over,122,fanduel,0.3873,0.4452,-0.0579,-0.1402,0.0,0,4,0.0,0.0,0
Veronica Burton,player_assists,6.5,over,134,betonlineag,0.3342,0.3921,-0.0579,-0.218,0.0,0,1,0.0,0.0,0
Caitlin Clark,player_rebounds,3.5,over,-159,betonlineag,0.5279,0.5859,-0.058,-0.1401,0.0,0,3,0.0,0.0,0
Veronica Burton,player_points,12.5,over,-108,draftkings,0.4413,0.5,-0.0587,-0.1501,0.0,0,4,0.0,0.0,0
Kayla Thornton,player_rebounds,5.5,over,114,fanduel,0.3802,0.4397,-0.0595,-0.1864,0.0,0,4,0.0,0.0,0
Laura Juskaite,player_points,9.5,over,-164,betonlineag,0.5297,0.5898,-0.0601,-0.1473,0.0,0,2,0.0,0.0,0
Rhyne Howard,player_assists,3.5,over,-140,draftkings,0.5018,0.562,-0.0602,-0.1398,0.0,0,3,0.0,0.0,0
Nneka Ogwumike,player_points,15.5,over,-106,fanduel,0.4237,0.4865,-0.0628,-0.1766,0.0,0,3,0.0,0.0,0
Alanna Smith,player_rebounds,5.5,over,-132,fanduel,0.4776,0.5418,-0.0642,-0.1606,0.0,0,4,0.0,0.0,0
Paige Bueckers,player_points,21.5,over,-105,draftkings,0.4107,0.4755,-0.0648,-0.1982,0.0,0,1,0.0,0.0,0
