player,market,line,side,best_price,book,model_p,fair_p,edge,ev_per_unit,p_push,is_whole_line,n_books,kelly_full,kelly_frac,bet_flag
Natasha Cloud,player_points,9.5,over,-118,draftkings,0.6518,0.5067,0.1451,0.2042,0.0,0,1,0.2409,0.0602,1
Marina Mabrey,player_points,19.5,over,-115,draftkings,0.662,0.527,0.135,0.2377,0.0,0,4,0.2733,0.0683,1
Azura Stevens,player_rebounds,6.5,over,124,fanduel,0.5589,0.4246,0.1343,0.2519,0.0,0,4,0.2032,0.0508,1
Courtney Vandersloot,player_rebounds,2.5,over,-131,draftkings,0.6684,0.5435,0.1249,0.1786,0.0,0,3,0.234,0.0585,1
Courtney Vandersloot,player_points,9.5,over,100,fanduel,0.5938,0.4765,0.1173,0.1876,0.0,0,3,0.1876,0.0469,1
Kamilla Cardoso,player_rebounds,8.5,over,104,williamhill_us,0.5726,0.4559,0.1167,0.1681,0.0,0,2,0.1616,0.0404,1
Kamilla Cardoso,player_assists,2.5,under,130,betonlineag,0.5276,0.4131,0.1145,0.2135,0.0,0,3,0.1642,0.0411,1
NaLyssa Smith,player_rebounds,6.5,over,102,fanduel,0.5738,0.4594,0.1144,0.1591,0.0,0,3,0.156,0.039,1
Allisha Gray,player_points,18.5,over,-113,draftkings,0.605,0.4944,0.1106,0.1404,0.0,0,1,0.1587,0.0397,1
Sophie Cunningham,player_points,8.5,under,-130,fanduel,0.646,0.5363,0.1097,0.1429,0.0,0,4,0.1858,0.0465,1
Courtney Vandersloot,player_points,8.5,over,-143,betonlineag,0.6661,0.558,0.1081,0.1319,0.0,0,1,0.1886,0.0472,1
Dearica Hamby,player_points,15.5,under,-118,fanduel,0.6136,0.509,0.1046,0.1336,0.0,0,3,0.1576,0.0394,1
Angel Reese,player_rebounds,12.5,over,101,draftkings,0.588,0.4837,0.1043,0.1819,0.0,0,4,0.1801,0.045,1
Angel Reese,player_assists,2.5,over,107,betonlineag,0.5525,0.4491,0.1034,0.1437,0.0,0,3,0.1343,0.0336,1
Natasha Cloud,player_points,10.5,over,102,betonlineag,0.5778,0.4764,0.1014,0.1672,0.0,0,3,0.1639,0.041,1
Kamilla Cardoso,player_rebounds,7.5,over,-154,fanduel,0.6801,0.5832,0.0969,0.1217,0.0,0,2,0.1875,0.0469,1
Kamilla Cardoso,player_points,14.5,over,-110,draftkings,0.6158,0.5196,0.0962,0.1756,0.0,0,4,0.1932,0.0483,1
Jewell Loyd,player_points,8.5,under,-120,fanduel,0.6084,0.5135,0.0949,0.1154,0.0,0,4,0.1385,0.0346,1
Nneka Ogwumike,player_rebounds,8.5,under,102,draftkings,0.5713,0.4776,0.0937,0.154,0.0,0,4,0.151,0.0378,1
Dearica Hamby,player_rebounds,7.5,under,-124,draftkings,0.6356,0.5477,0.0879,0.1482,0.0,0,4,0.1837,0.0459,1
NaLyssa Smith,player_points,11.5,over,-104,fanduel,0.5781,0.4938,0.0843,0.134,0.0,0,4,0.1393,0.0348,1
Caitlin Clark,player_points,24.5,under,-125,betonlineag,0.6104,0.527,0.0834,0.0987,0.0,0,4,0.1234,0.0309,1
Allisha Gray,player_rebounds,3.5,over,136,fanduel,0.4968,0.4141,0.0827,0.1724,0.0,0,4,0.1268,0.0317,1
Aliyah Boston,player_rebounds,8.5,under,128,betonlineag,0.4837,0.4035,0.0802,0.1028,0.0,0,1,0.0803,0.0201,1
Dearica Hamby,player_points,14.5,under,-103,draftkings,0.5509,0.471,0.0799,0.0858,0.0,0,1,0.0883,0.0221,1
Isabelle Harrison,player_rebounds,6.5,under,-104,betonlineag,0.5567,0.4794,0.0773,0.092,0.0,0,4,0.0957,0.0239,1
Erica Wheeler,player_assists,5.5,under,-145,williamhill_us,0.6348,0.5607,0.0741,0.0726,0.0,0,3,0.1053,0.0263,1
Breanna Stewart,player_assists,3.5,under,-106,williamhill_us,0.5523,0.4822,0.0701,0.0733,0.0,0,4,0.0777,0.0194,1
Kiki Rice,player_rebounds,4.5,under,116,fanduel,0.5209,0.451,0.0699,0.1251,0.0,0,4,0.1079,0.027,1
Allisha Gray,player_points,19.5,over,-102,fanduel,0.5516,0.4822,0.0694,0.0924,0.0,0,3,0.0942,0.0236,1
Chelsea Gray,player_assists,5.5,over,-151,draftkings,0.6417,0.5728,0.0689,0.0667,0.0,0,4,0.1007,0.0252,1
Natasha Cloud,player_assists,6.5,under,-150,williamhill_us,0.6407,0.5727,0.068,0.0678,0.0,0,4,0.1017,0.0254,1
Nneka Ogwumike,player_points,16.5,under,-127,williamhill_us,0.6008,0.5337,0.0671,0.0739,0.0,0,3,0.0938,0.0235,1
Natasha Cloud,player_rebounds,3.5,over,109,betonlineag,0.5198,0.4541,0.0657,0.0864,0.0,0,4,0.0792,0.0198,1
Courtney Vandersloot,player_assists,4.5,over,-138,draftkings,0.6283,0.5643,0.064,0.0836,0.0,0,4,0.1154,0.0288,1
Ariel Atkins,player_rebounds,2.5,under,112,fanduel,0.5051,0.4461,0.059,0.0708,0.0,0,3,0.0632,0.0158,1
Marina Mabrey,player_rebounds,3.5,over,100,fanduel,0.5238,0.4656,0.0582,0.0476,0.0,0,4,0.0476,0.0119,1
Makayla Timpson,player_rebounds,5.5,over,-154,betonlineag,0.6354,0.5784,0.057,0.048,0.0,0,2,0.0739,0.0185,1
Jonquel Jones,player_points,14.5,over,-110,fanduel,0.5531,0.4972,0.0559,0.0559,0.0,0,4,0.0615,0.0154,1
Ariel Atkins,player_assists,3.5,under,-189,betonlineag,0.6811,0.6263,0.0548,0.0415,0.0,0,2,0.0784,0.0196,1
Caitlin Clark,player_rebounds,4.5,under,-149,betonlineag,0.624,0.5696,0.0544,0.0428,0.0,0,4,0.0638,0.0159,1
Rae Burrell,player_assists,3.5,under,-189,betonlineag,0.6798,0.6261,0.0537,0.0395,0.0,0,1,0.0746,0.0187,1
Jonquel Jones,player_assists,2.5,over,-141,betonlineag,0.6075,0.555,0.0525,0.0384,0.0,0,3,0.0541,0.0135,1
Nneka Ogwumike,player_assists,3.5,under,-151,draftkings,0.6438,0.5916,0.0522,0.0702,0.0,0,4,0.1059,0.0265,1
A'ja Wilson,player_rebounds,8.5,over,-140,fanduel,0.6024,0.5507,0.0517,0.0327,0.0,0,1,0.0458,0.0114,1
Leila Lacan,player_points,11.5,over,-104,draftkings,0.5507,0.5011,0.0496,0.0802,0.0,0,4,0.0834,0.0209,1
Erica Wheeler,player_assists,4.5,under,112,draftkings,0.4799,0.4317,0.0482,0.0174,0.0,0,1,0.0155,0.0039,1
Jonquel Jones,player_rebounds,10.5,over,108,draftkings,0.4932,0.4455,0.0477,0.0259,0.0,0,2,0.0239,0.006,1
Makayla Timpson,player_rebounds,6.5,over,108,williamhill_us,0.5046,0.4572,0.0474,0.0496,0.0,0,2,0.0459,0.0115,1
Azura Stevens,player_assists,2.5,over,118,betonlineag,0.4719,0.4258,0.0461,0.0287,0.0,0,3,0.0244,0.0061,1
Nneka Ogwumike,player_points,15.5,under,-115,draftkings,0.5437,0.4989,0.0448,0.0165,0.0,0,1,0.019,0.0047,1
Leila Lacan,player_assists,4.5,under,102,fanduel,0.5097,0.4653,0.0444,0.0296,0.0,0,4,0.029,0.0073,1
Jackie Young,player_points,19.5,under,-121,draftkings,0.5619,0.5192,0.0427,0.0263,0.0,0,4,0.0318,0.0079,1
Breanna Stewart,player_points,21.5,under,-104,fanduel,0.5273,0.4861,0.0412,0.0343,0.0,0,4,0.0357,0.0089,1
Aliyah Boston,player_points,16.5,under,100,betonlineag,0.5081,0.4678,0.0403,0.0162,0.0,0,4,0.0162,0.004,1
A'ja Wilson,player_rebounds,9.5,over,106,williamhill_us,0.4913,0.4522,0.0391,0.0121,0.0,0,3,0.0114,0.0028,1
Rhyne Howard,player_assists,4.5,under,-159,betonlineag,0.6232,0.5844,0.0388,0.0151,0.0,0,3,0.0241,0.006,1
Kiki Rice,player_points,12.5,over,-102,betonlineag,0.521,0.4826,0.0384,0.0318,0.0,0,4,0.0324,0.0081,1
Ariel Atkins,player_assists,2.5,under,107,draftkings,0.48,0.4435,0.0365,-0.0064,0.0,0,1,0.0,0.0,0
Ariel Atkins,player_points,8.5,under,-125,fanduel,0.5566,0.523,0.0336,0.0019,0.0,0,4,0.0023,0.0006,1
Erica Wheeler,player_points,8.5,under,100,fanduel,0.5047,0.4716,0.0331,0.0094,0.0,0,4,0.0094,0.0024,1
Jonquel Jones,player_rebounds,9.5,over,-141,betonlineag,0.587,0.5558,0.0312,0.0033,0.0,0,2,0.0047,0.0012,1
Naz Hillmon,player_points,9.5,under,-124,draftkings,0.5611,0.5312,0.0299,0.0136,0.0,0,3,0.0169,0.0042,0
Erica Wheeler,player_rebounds,2.5,under,-185,betonlineag,0.6496,0.6214,0.0282,0.0007,0.0,0,3,0.0014,0.0003,0
Jackie Young,player_assists,6.5,over,109,draftkings,0.4892,0.4611,0.0281,0.0224,0.0,0,4,0.0206,0.0051,0
Aliyah Boston,player_rebounds,9.5,under,-138,williamhill_us,0.5874,0.5594,0.028,0.0131,0.0,0,3,0.018,0.0045,0
Azura Stevens,player_points,11.5,over,-115,betonlineag,0.5345,0.5095,0.025,-0.0007,0.0,0,4,0.0,0.0,0
A'ja Wilson,player_assists,2.5,under,140,fanduel,0.4218,0.397,0.0248,0.0123,0.0,0,3,0.0088,0.0022,0
Naz Hillmon,player_rebounds,4.5,under,104,betonlineag,0.4906,0.4662,0.0244,0.0008,0.0,0,4,0.0008,0.0002,0
Makayla Timpson,player_points,7.5,over,-108,fanduel,0.5119,0.4938,0.0181,-0.0141,0.0,0,4,0.0,0.0,0
Breanna Stewart,player_rebounds,8.5,under,-126,draftkings,0.5481,0.536,0.0121,-0.0169,0.0,0,4,0.0,0.0,0
Rhyne Howard,player_rebounds,3.5,under,108,betonlineag,0.4593,0.4488,0.0105,-0.0447,0.0,0,4,0.0,0.0,0
Rhyne Howard,player_assists,3.5,under,109,draftkings,0.4467,0.4376,0.0091,-0.0664,0.0,0,1,0.0,0.0,0
Rhyne Howard,player_points,17.5,over,-115,betonlineag,0.5159,0.5072,0.0087,-0.0355,0.0,0,4,0.0,0.0,0
Chelsea Gray,player_rebounds,2.5,over,-152,betonlineag,0.5818,0.5742,0.0076,-0.0354,0.0,0,3,0.0,0.0,0
Rae Burrell,player_rebounds,2.5,over,-102,betonlineag,0.4792,0.4719,0.0073,-0.051,0.0,0,1,0.0,0.0,0
A'ja Wilson,player_points,24.5,over,-119,betonlineag,0.5181,0.5147,0.0034,-0.0465,0.0,0,4,0.0,0.0,0
Jackie Young,player_rebounds,3.5,over,-169,betonlineag,0.603,0.5997,0.0033,-0.0402,0.0,0,2,0.0,0.0,0
Dearica Hamby,player_assists,2.5,over,118,betonlineag,0.4267,0.4238,0.0029,-0.0698,0.0,0,1,0.0,0.0,0
Leila Lacan,player_rebounds,2.5,over,110,draftkings,0.4547,0.4522,0.0025,-0.0451,0.0,0,3,0.0,0.0,0
Aliyah Boston,player_assists,3.5,under,-173,draftkings,0.6093,0.6069,0.0024,-0.0385,0.0,0,4,0.0,0.0,0
Chelsea Gray,player_points,11.5,under,-106,fanduel,0.4905,0.4882,0.0023,-0.0468,0.0,0,4,0.0,0.0,0
Jackie Young,player_rebounds,4.5,under,-150,draftkings,0.575,0.5734,0.0016,-0.0417,0.0,0,2,0.0,0.0,0
Marina Mabrey,player_assists,4.5,under,-132,fanduel,0.5523,0.5512,0.0011,-0.0293,0.0,0,4,0.0,0.0,0
Isabelle Harrison,player_points,12.5,under,-101,betonlineag,0.4743,0.4737,0.0006,-0.0561,0.0,0,4,0.0,0.0,0
Isabelle Harrison,player_points,12.5,over,-112,williamhill_us,0.5257,0.5263,-0.0006,-0.0049,0.0,0,4,0.0,0.0,0
Marina Mabrey,player_assists,4.5,over,115,draftkings,0.4477,0.4488,-0.0011,-0.0374,0.0,0,4,0.0,0.0,0
Jackie Young,player_rebounds,4.5,over,120,williamhill_us,0.425,0.4266,-0.0016,-0.065,0.0,0,2,0.0,0.0,0
Chelsea Gray,player_points,11.5,over,-110,draftkings,0.5095,0.5118,-0.0023,-0.0273,0.0,0,4,0.0,0.0,0
Aliyah Boston,player_assists,3.5,over,136,betonlineag,0.3907,0.3931,-0.0024,-0.0779,0.0,0,4,0.0,0.0,0
Leila Lacan,player_rebounds,2.5,under,-130,fanduel,0.5453,0.5478,-0.0025,-0.0352,0.0,0,3,0.0,0.0,0
Dearica Hamby,player_assists,2.5,under,-154,betonlineag,0.5733,0.5762,-0.0029,-0.0544,0.0,0,1,0.0,0.0,0
Jackie Young,player_rebounds,3.5,under,129,betonlineag,0.397,0.4003,-0.0033,-0.0909,0.0,0,2,0.0,0.0,0
A'ja Wilson,player_points,24.5,under,-106,fanduel,0.4819,0.4853,-0.0034,-0.0635,0.0,0,4,0.0,0.0,0
Rae Burrell,player_rebounds,2.5,under,-127,betonlineag,0.5208,0.5281,-0.0073,-0.0691,0.0,0,1,0.0,0.0,0
Chelsea Gray,player_rebounds,2.5,under,123,draftkings,0.4182,0.4258,-0.0076,-0.0674,0.0,0,3,0.0,0.0,0
Rhyne Howard,player_points,17.5,under,-110,draftkings,0.4841,0.4928,-0.0087,-0.0758,0.0,0,4,0.0,0.0,0
Rhyne Howard,player_assists,3.5,over,-149,draftkings,0.5533,0.5624,-0.0091,-0.0754,0.0,0,1,0.0,0.0,0
Rhyne Howard,player_rebounds,3.5,over,-136,fanduel,0.5407,0.5512,-0.0105,-0.0617,0.0,0,4,0.0,0.0,0
Breanna Stewart,player_rebounds,8.5,over,106,betonlineag,0.4519,0.464,-0.0121,-0.0691,0.0,0,4,0.0,0.0,0
Makayla Timpson,player_points,7.5,under,-116,betonlineag,0.4881,0.5062,-0.0181,-0.0911,0.0,0,4,0.0,0.0,0
Naz Hillmon,player_rebounds,4.5,over,-130,fanduel,0.5094,0.5338,-0.0244,-0.0988,0.0,0,4,0.0,0.0,0
A'ja Wilson,player_assists,2.5,over,-154,draftkings,0.5782,0.603,-0.0248,-0.0463,0.0,0,3,0.0,0.0,0
Azura Stevens,player_points,11.5,under,-109,williamhill_us,0.4655,0.4905,-0.025,-0.1074,0.0,0,4,0.0,0.0,0
Aliyah Boston,player_rebounds,9.5,over,116,fanduel,0.4126,0.4406,-0.028,-0.1088,0.0,0,3,0.0,0.0,0
Jackie Young,player_assists,6.5,under,-120,fanduel,0.5108,0.5389,-0.0281,-0.0635,0.0,0,4,0.0,0.0,0
Erica Wheeler,player_rebounds,2.5,over,141,betonlineag,0.3504,0.3786,-0.0282,-0.1555,0.0,0,3,0.0,0.0,0
Naz Hillmon,player_points,9.5,over,106,betonlineag,0.4389,0.4688,-0.0299,-0.0959,0.0,0,3,0.0,0.0,0
Jonquel Jones,player_rebounds,9.5,under,109,betonlineag,0.413,0.4442,-0.0312,-0.1368,0.0,0,2,0.0,0.0,0
Erica Wheeler,player_points,8.5,over,-118,betonlineag,0.4953,0.5284,-0.0331,-0.085,0.0,0,4,0.0,0.0,0
Ariel Atkins,player_points,8.5,over,-101,betonlineag,0.4434,0.477,-0.0336,-0.1176,0.0,0,4,0.0,0.0,0
Ariel Atkins,player_assists,2.5,over,-145,draftkings,0.52,0.5565,-0.0365,-0.1214,0.0,0,1,0.0,0.0,0
Kiki Rice,player_points,12.5,under,-117,williamhill_us,0.479,0.5174,-0.0384,-0.1116,0.0,0,4,0.0,0.0,0
Rhyne Howard,player_assists,4.5,over,122,williamhill_us,0.3768,0.4156,-0.0388,-0.1635,0.0,0,3,0.0,0.0,0
A'ja Wilson,player_rebounds,9.5,under,-135,draftkings,0.5087,0.5478,-0.0391,-0.1145,0.0,0,3,0.0,0.0,0
Aliyah Boston,player_points,16.5,over,-125,fanduel,0.4919,0.5322,-0.0403,-0.1146,0.0,0,4,0.0,0.0,0
Breanna Stewart,player_points,21.5,over,-110,betonlineag,0.4727,0.5139,-0.0412,-0.0976,0.0,0,4,0.0,0.0,0
Jackie Young,player_points,19.5,over,-105,betonlineag,0.4381,0.4808,-0.0427,-0.1447,0.0,0,4,0.0,0.0,0
Leila Lacan,player_assists,4.5,over,-128,draftkings,0.4903,0.5347,-0.0444,-0.1267,0.0,0,4,0.0,0.0,0
Nneka Ogwumike,player_points,15.5,over,-116,draftkings,0.4563,0.5011,-0.0448,-0.1503,0.0,0,1,0.0,0.0,0
Azura Stevens,player_assists,2.5,under,-152,draftkings,0.5281,0.5742,-0.0461,-0.1245,0.0,0,3,0.0,0.0,0
Makayla Timpson,player_rebounds,6.5,under,-131,draftkings,0.4954,0.5428,-0.0474,-0.1264,0.0,0,2,0.0,0.0,0
Jonquel Jones,player_rebounds,10.5,under,-141,williamhill_us,0.5068,0.5545,-0.0477,-0.1338,0.0,0,2,0.0,0.0,0
Erica Wheeler,player_assists,4.5,over,-152,draftkings,0.5201,0.5683,-0.0482,-0.1377,0.0,0,1,0.0,0.0,0
Leila Lacan,player_points,11.5,under,-110,fanduel,0.4493,0.4989,-0.0496,-0.1422,0.0,0,4,0.0,0.0,0
A'ja Wilson,player_rebounds,8.5,under,106,fanduel,0.3976,0.4493,-0.0517,-0.1809,0.0,0,1,0.0,0.0,0
Nneka Ogwumike,player_assists,3.5,over,128,fanduel,0.3562,0.4084,-0.0522,-0.1879,0.0,0,4,0.0,0.0,0
Jonquel Jones,player_assists,2.5,under,116,fanduel,0.3925,0.445,-0.0525,-0.1522,0.0,0,3,0.0,0.0,0
Rae Burrell,player_assists,3.5,over,144,betonlineag,0.3202,0.3739,-0.0537,-0.2187,0.0,0,1,0.0,0.0,0
Caitlin Clark,player_rebounds,4.5,over,116,draftkings,0.376,0.4304,-0.0544,-0.1878,0.0,0,4,0.0,0.0,0
Ariel Atkins,player_assists,3.5,over,144,betonlineag,0.3189,0.3737,-0.0548,-0.2219,0.0,0,2,0.0,0.0,0
Jonquel Jones,player_points,14.5,under,-110,draftkings,0.4469,0.5028,-0.0559,-0.1468,0.0,0,4,0.0,0.0,0
Makayla Timpson,player_rebounds,5.5,under,119,betonlineag,0.3646,0.4216,-0.057,-0.2015,0.0,0,2,0.0,0.0,0
Marina Mabrey,player_rebounds,3.5,under,-130,williamhill_us,0.4762,0.5344,-0.0582,-0.1575,0.0,0,4,0.0,0.0,0
Ariel Atkins,player_rebounds,2.5,over,-141,betonlineag,0.4949,0.5539,-0.059,-0.1541,0.0,0,3,0.0,0.0,0
Courtney Vandersloot,player_assists,4.5,under,118,fanduel,0.3717,0.4357,-0.064,-0.1897,0.0,0,4,0.0,0.0,0
Natasha Cloud,player_rebounds,3.5,under,-137,draftkings,0.4802,0.5459,-0.0657,-0.1693,0.0,0,4,0.0,0.0,0
Nneka Ogwumike,player_points,16.5,over,103,betonlineag,0.3992,0.4663,-0.0671,-0.1896,0.0,0,3,0.0,0.0,0
Natasha Cloud,player_assists,6.5,over,117,betonlineag,0.3593,0.4273,-0.068,-0.2203,0.0,0,4,0.0,0.0,0
Chelsea Gray,player_assists,5.5,under,128,betonlineag,0.3583,0.4272,-0.0689,-0.1831,0.0,0,4,0.0,0.0,0
Allisha Gray,player_points,19.5,under,-114,betonlineag,0.4484,0.5178,-0.0694,-0.1583,0.0,0,3,0.0,0.0,0
Kiki Rice,player_rebounds,4.5,over,-130,betonlineag,0.4791,0.549,-0.0699,-0.1524,0.0,0,4,0.0,0.0,0
Breanna Stewart,player_assists,3.5,over,-119,betonlineag,0.4477,0.5178,-0.0701,-0.1761,0.0,0,4,0.0,0.0,0
Erica Wheeler,player_assists,5.5,over,112,betonlineag,0.3652,0.4393,-0.0741,-0.2258,0.0,0,3,0.0,0.0,0
Isabelle Harrison,player_rebounds,6.5,over,-123,draftkings,0.4433,0.5206,-0.0773,-0.1963,0.0,0,4,0.0,0.0,0
Dearica Hamby,player_points,14.5,over,-129,draftkings,0.4491,0.529,-0.0799,-0.2028,0.0,0,1,0.0,0.0,0
Aliyah Boston,player_rebounds,8.5,over,-167,betonlineag,0.5163,0.5965,-0.0802,-0.1745,0.0,0,1,0.0,0.0,0
Allisha Gray,player_rebounds,3.5,under,-154,betonlineag,0.5032,0.5859,-0.0827,-0.17,0.0,0,4,0.0,0.0,0
Caitlin Clark,player_points,24.5,over,-102,fanduel,0.3896,0.473,-0.0834,-0.2284,0.0,0,4,0.0,0.0,0
NaLyssa Smith,player_points,11.5,under,-112,draftkings,0.4219,0.5062,-0.0843,-0.2014,0.0,0,4,0.0,0.0,0
Dearica Hamby,player_rebounds,7.5,over,110,fanduel,0.3644,0.4523,-0.0879,-0.2348,0.0,0,4,0.0,0.0,0
Nneka Ogwumike,player_rebounds,8.5,over,-122,fanduel,0.4287,0.5224,-0.0937,-0.2199,0.0,0,4,0.0,0.0,0
Jewell Loyd,player_points,8.5,over,-105,draftkings,0.3916,0.4865,-0.0949,-0.2354,0.0,0,4,0.0,0.0,0
Kamilla Cardoso,player_points,14.5,under,100,fanduel,0.3842,0.4804,-0.0962,-0.2316,0.0,0,4,0.0,0.0,0
Kamilla Cardoso,player_rebounds,7.5,under,126,betonlineag,0.3199,0.4168,-0.0969,-0.277,0.0,0,2,0.0,0.0,0
Natasha Cloud,player_points,10.5,under,-125,fanduel,0.4222,0.5236,-0.1014,-0.24,0.0,0,3,0.0,0.0,0
Angel Reese,player_assists,2.5,under,-136,fanduel,0.4475,0.5509,-0.1034,-0.2235,0.0,0,3,0.0,0.0,0
Angel Reese,player_rebounds,12.5,under,-114,fanduel,0.412,0.5163,-0.1043,-0.2266,0.0,0,4,0.0,0.0,0
Dearica Hamby,player_points,15.5,over,-110,fanduel,0.3864,0.491,-0.1046,-0.2623,0.0,0,3,0.0,0.0,0
Courtney Vandersloot,player_points,8.5,under,110,betonlineag,0.3339,0.442,-0.1081,-0.2988,0.0,0,1,0.0,0.0,0
Sophie Cunningham,player_points,8.5,over,102,williamhill_us,0.354,0.4637,-0.1097,-0.2849,0.0,0,4,0.0,0.0,0
Allisha Gray,player_points,18.5,under,-118,draftkings,0.395,0.5056,-0.1106,-0.2703,0.0,0,1,0.0,0.0,0
NaLyssa Smith,player_rebounds,6.5,under,-134,draftkings,0.4262,0.5406,-0.1144,-0.2557,0.0,0,3,0.0,0.0,0
Kamilla Cardoso,player_assists,2.5,over,-153,draftkings,0.4724,0.5869,-0.1145,-0.2188,0.0,0,3,0.0,0.0,0
Kamilla Cardoso,player_rebounds,8.5,under,-137,williamhill_us,0.4274,0.5441,-0.1167,-0.2606,0.0,0,2,0.0,0.0,0
Courtney Vandersloot,player_points,9.5,under,-126,draftkings,0.4062,0.5235,-0.1173,-0.2714,0.0,0,3,0.0,0.0,0
Courtney Vandersloot,player_rebounds,2.5,under,106,fanduel,0.3316,0.4565,-0.1249,-0.3169,0.0,0,3,0.0,0.0,0
Azura Stevens,player_rebounds,6.5,under,-145,williamhill_us,0.4411,0.5754,-0.1343,-0.2547,0.0,0,4,0.0,0.0,0
Marina Mabrey,player_points,19.5,under,-102,fanduel,0.338,0.473,-0.135,-0.3306,0.0,0,4,0.0,0.0,0
Natasha Cloud,player_points,9.5,under,-112,draftkings,0.3482,0.4933,-0.1451,-0.3409,0.0,0,1,0.0,0.0,0
Caitlin Clark,player_assists,10.5,over,113,williamhill_us,0.2925,0.4393,-0.1468,-0.377,0.0,0,3,0.0,0.0,0
Rae Burrell,player_points,17.5,over,-102,fanduel,0.3189,0.4737,-0.1548,-0.3685,0.0,0,4,0.0,0.0,0
Aneesah Morrow,player_points,11.5,over,-123,draftkings,0.3613,0.5168,-0.1555,-0.345,0.0,0,1,0.0,0.0,0
Laura Juskaite,player_rebounds,3.5,under,117,williamhill_us,0.2671,0.4232,-0.1561,-0.4204,0.0,0,2,0.0,0.0,0
NaLyssa Smith,player_rebounds,5.5,under,100,betonlineag,0.3023,0.4663,-0.164,-0.3954,0.0,0,1,0.0,0.0,0
Kelsey Mitchell,player_points,25.5,over,-112,draftkings,0.3364,0.5061,-0.1697,-0.3632,0.0,0,4,0.0,0.0,0
Aneesah Morrow,player_rebounds,7.5,over,-104,fanduel,0.3195,0.4893,-0.1698,-0.3733,0.0,0,4,0.0,0.0,0
Laura Juskaite,player_points,9.5,under,100,draftkings,0.294,0.4643,-0.1703,-0.412,0.0,0,1,0.0,0.0,0
Caitlin Clark,player_assists,9.5,over,-145,draftkings,0.3843,0.5553,-0.171,-0.3507,0.0,0,1,0.0,0.0,0
Laura Juskaite,player_points,10.5,under,-128,fanduel,0.3645,0.5404,-0.1759,-0.3507,0.0,0,3,0.0,0.0,0
Aneesah Morrow,player_points,12.5,over,100,fanduel,0.2984,0.4745,-0.1761,-0.4032,0.0,0,3,0.0,0.0,0
Angel Reese,player_points,15.5,under,-108,fanduel,0.3188,0.4989,-0.1801,-0.386,0.0,0,4,0.0,0.0,0
Laura Juskaite,player_rebounds,4.5,under,-172,betonlineag,0.4242,0.6062,-0.182,-0.3292,0.0,0,2,0.0,0.0,0
Kiki Rice,player_assists,4.5,over,-144,draftkings,0.3075,0.5657,-0.2582,-0.479,0.0,0,4,0.0,0.0,0
