player,market,line,side,best_price,book,model_p,fair_p,edge,ev_per_unit,p_push,is_whole_line,n_books,kelly_full,kelly_frac,bet_flag
Cecilia Zandalasini,player_rebounds,2.5,over,112,betonlineag,0.5717,0.4408,0.1309,0.212,0.0,0,2,0.1893,0.0473,1
Paige Bueckers,player_points,18.5,over,-108,betonlineag,0.6215,0.4922,0.1293,0.197,0.0,0,4,0.2127,0.0532,1
Courtney Vandersloot,player_points,9.5,over,-101,draftkings,0.5918,0.4655,0.1263,0.1777,0.0,0,1,0.1795,0.0449,1
NaLyssa Smith,player_points,11.5,over,106,betonlineag,0.5787,0.4565,0.1222,0.1921,0.0,0,3,0.1812,0.0453,1
Marina Mabrey,player_points,20.5,over,-105,draftkings,0.6039,0.4819,0.122,0.179,0.0,0,3,0.188,0.047,1
Paige Bueckers,player_assists,5.5,over,118,betonlineag,0.5563,0.4378,0.1185,0.2127,0.0,0,4,0.1803,0.0451,1
Angel Reese,player_assists,2.5,over,112,draftkings,0.5516,0.438,0.1136,0.1694,0.0,0,3,0.1512,0.0378,1
Chelsea Gray,player_assists,5.5,over,-130,betonlineag,0.6456,0.5347,0.1109,0.1422,0.0,0,2,0.1849,0.0462,1
Azura Stevens,player_rebounds,5.5,over,-155,draftkings,0.6818,0.573,0.1088,0.1217,0.0,0,1,0.1886,0.0471,1
Courtney Vandersloot,player_rebounds,2.5,over,-143,betonlineag,0.6683,0.5607,0.1076,0.1356,0.0,0,3,0.194,0.0485,1
Kamilla Cardoso,player_assists,2.5,under,124,draftkings,0.5269,0.4203,0.1066,0.1803,0.0,0,3,0.1454,0.0363,1
Natasha Cloud,player_points,10.5,over,-103,betonlineag,0.5779,0.4764,0.1015,0.139,0.0,0,3,0.1431,0.0358,1
Gabby Williams,player_points,13.5,over,100,fanduel,0.5757,0.4764,0.0993,0.1514,0.0,0,4,0.1514,0.0378,1
Dearica Hamby,player_points,14.5,under,104,betonlineag,0.5544,0.4592,0.0952,0.131,0.0,0,2,0.1259,0.0315,1
Allisha Gray,player_rebounds,3.5,over,134,fanduel,0.4901,0.3961,0.094,0.1468,0.0,0,3,0.1096,0.0274,1
Kayla Thornton,player_rebounds,5.5,under,-124,draftkings,0.618,0.5241,0.0939,0.1164,0.0,0,4,0.1443,0.0361,1
Dearica Hamby,player_points,15.5,under,-125,draftkings,0.6142,0.5212,0.093,0.1056,0.0,0,1,0.1319,0.033,1
Odyssey Sims,player_rebounds,2.5,under,-173,draftkings,0.6861,0.5994,0.0867,0.0827,0.0,0,1,0.1431,0.0358,1
Breanna Stewart,player_assists,3.5,under,100,draftkings,0.5522,0.4663,0.0859,0.1044,0.0,0,3,0.1044,0.0261,1
Cecilia Zandalasini,player_points,9.5,over,-104,fanduel,0.5666,0.481,0.0856,0.1114,0.0,0,4,0.1159,0.029,1
Jewell Loyd,player_points,8.5,under,-120,fanduel,0.6035,0.5181,0.0854,0.1064,0.0,0,3,0.1277,0.0319,1
Dearica Hamby,player_rebounds,6.5,under,118,betonlineag,0.5087,0.4248,0.0839,0.109,0.0,0,2,0.0923,0.0231,1
Caitlin Clark,player_points,24.5,under,-125,fanduel,0.612,0.5287,0.0833,0.1016,0.0,0,2,0.127,0.0318,1
Allisha Gray,player_points,19.5,over,102,betonlineag,0.5481,0.4663,0.0818,0.1072,0.0,0,2,0.1051,0.0263,1
Natasha Cloud,player_rebounds,3.5,over,112,betonlineag,0.5198,0.4385,0.0813,0.102,0.0,0,3,0.0911,0.0228,1
Dearica Hamby,player_rebounds,7.5,under,-142,draftkings,0.6314,0.5502,0.0812,0.076,0.0,0,1,0.108,0.027,1
Allisha Gray,player_points,18.5,over,-123,draftkings,0.5971,0.5168,0.0803,0.0825,0.0,0,1,0.1015,0.0254,1
Chelsea Gray,player_assists,6.5,over,113,draftkings,0.5089,0.4289,0.08,0.084,0.0,0,1,0.0743,0.0186,1
Natasha Cloud,player_assists,5.5,under,112,draftkings,0.5105,0.4308,0.0797,0.0823,0.0,0,1,0.0734,0.0184,1
NaLyssa Smith,player_rebounds,6.5,over,-110,fanduel,0.5772,0.5,0.0772,0.1019,0.0,0,3,0.1121,0.028,1
Marina Mabrey,player_rebounds,3.5,over,107,draftkings,0.5255,0.4522,0.0733,0.0878,0.0,0,3,0.082,0.0205,1
Erica Wheeler,player_assists,5.5,under,-144,fanduel,0.6338,0.5615,0.0723,0.0739,0.0,0,3,0.1065,0.0266,1
Natasha Cloud,player_assists,6.5,under,-149,betonlineag,0.6411,0.5715,0.0696,0.0714,0.0,0,2,0.1063,0.0266,1
Jonquel Jones,player_points,14.5,over,-104,draftkings,0.5488,0.4819,0.0669,0.0765,0.0,0,3,0.0796,0.0199,1
Paige Bueckers,player_rebounds,3.5,over,-143,betonlineag,0.6315,0.5656,0.0659,0.0731,0.0,0,4,0.1045,0.0261,1
Makayla Timpson,player_rebounds,5.5,over,-154,betonlineag,0.6436,0.5784,0.0652,0.0615,0.0,0,2,0.0947,0.0237,1
Odyssey Sims,player_assists,3.5,over,146,fanduel,0.4395,0.3745,0.065,0.0812,0.0,0,2,0.0556,0.0139,1
Ariel Atkins,player_rebounds,2.5,under,112,fanduel,0.4946,0.4353,0.0593,0.0486,0.0,0,3,0.0433,0.0108,1
Leila Lacan,player_rebounds,2.5,over,140,fanduel,0.442,0.3828,0.0592,0.0608,0.0,0,3,0.0434,0.0109,1
Breanna Stewart,player_points,22.5,under,-118,draftkings,0.5768,0.5181,0.0587,0.0656,0.0,0,3,0.0774,0.0194,1
Erica Wheeler,player_rebounds,2.5,under,-162,fanduel,0.6521,0.5965,0.0556,0.0546,0.0,0,3,0.0885,0.0221,1
Jackie Young,player_assists,6.5,over,116,fanduel,0.4907,0.4351,0.0556,0.0599,0.0,0,3,0.0516,0.0129,1
Nneka Ogwumike,player_rebounds,8.5,under,-110,draftkings,0.5755,0.5203,0.0552,0.0987,0.0,0,3,0.1086,0.0271,1
Makayla Timpson,player_rebounds,6.5,over,100,draftkings,0.5148,0.4604,0.0544,0.0296,0.0,0,1,0.0296,0.0074,1
Erica Wheeler,player_points,9.5,under,-122,fanduel,0.5733,0.519,0.0543,0.0432,0.0,0,3,0.0527,0.0132,1
Courtney Vandersloot,player_assists,4.5,over,-154,fanduel,0.6283,0.5752,0.0531,0.0363,0.0,0,2,0.0559,0.014,1
Odyssey Sims,player_assists,2.5,over,-164,draftkings,0.6396,0.5866,0.053,0.0296,0.0,0,1,0.0485,0.0121,1
Nneka Ogwumike,player_points,16.5,under,-130,fanduel,0.5897,0.537,0.0527,0.0433,0.0,0,2,0.0563,0.0141,1
Nneka Ogwumike,player_points,15.5,under,-108,draftkings,0.5351,0.4832,0.0519,0.0306,0.0,0,1,0.033,0.0083,1
Caitlin Clark,player_rebounds,4.5,under,-149,betonlineag,0.6216,0.5704,0.0512,0.0388,0.0,0,3,0.0578,0.0144,1
Caitlin Clark,player_points,23.5,under,-123,draftkings,0.5666,0.5168,0.0498,0.0273,0.0,0,1,0.0335,0.0084,1
Courtney Vandersloot,player_assists,5.5,over,113,draftkings,0.4792,0.4298,0.0494,0.0207,0.0,0,1,0.0183,0.0046,1
Alanna Smith,player_points,9.5,over,-118,williamhill_us,0.5665,0.5174,0.0491,0.0466,0.0,0,4,0.055,0.0137,1
Ariel Atkins,player_points,8.5,under,-103,draftkings,0.5599,0.5135,0.0464,0.1035,0.0,0,3,0.1066,0.0266,1
A'ja Wilson,player_rebounds,8.5,over,-135,draftkings,0.5902,0.5447,0.0455,0.0274,0.0,0,3,0.037,0.0092,1
Leila Lacan,player_assists,4.5,under,104,betonlineag,0.5026,0.4579,0.0447,0.0253,0.0,0,3,0.0243,0.0061,1
Jonquel Jones,player_assists,2.5,over,-147,betonlineag,0.6076,0.5649,0.0427,0.0209,0.0,0,3,0.0308,0.0077,1
Nneka Ogwumike,player_assists,2.5,under,130,fanduel,0.4393,0.3973,0.042,0.0104,0.0,0,3,0.008,0.002,1
Azura Stevens,player_assists,2.5,over,116,fanduel,0.4719,0.4312,0.0407,0.0193,0.0,0,3,0.0166,0.0042,1
Rhyne Howard,player_assists,4.5,under,-162,fanduel,0.6271,0.5896,0.0375,0.0142,0.0,0,2,0.023,0.0058,1
Aneesah Morrow,player_points,9.5,under,100,fanduel,0.5031,0.4663,0.0368,0.0062,0.0,0,1,0.0062,0.0015,1
Leila Lacan,player_points,11.5,over,-118,betonlineag,0.5465,0.51,0.0365,0.0096,0.0,0,3,0.0114,0.0028,1
Veronica Burton,player_rebounds,3.5,over,-114,fanduel,0.5369,0.5006,0.0363,0.0079,0.0,0,4,0.009,0.0022,1
Makayla Timpson,player_points,7.5,over,-103,draftkings,0.5171,0.4819,0.0352,0.0191,0.0,0,3,0.0197,0.0049,1
Jackie Young,player_rebounds,3.5,over,-145,betonlineag,0.5965,0.5635,0.033,0.0079,0.0,0,3,0.0114,0.0029,1
Jonquel Jones,player_rebounds,9.5,over,-139,draftkings,0.5863,0.555,0.0313,0.0081,0.0,0,3,0.0113,0.0028,1
A'ja Wilson,player_assists,2.5,under,140,fanduel,0.4215,0.3913,0.0302,0.0116,0.0,0,3,0.0083,0.0021,1
Gabby Williams,player_assists,2.5,under,-162,draftkings,0.6138,0.584,0.0298,-0.0073,0.0,0,1,0.0,0.0,0
Kiki Rice,player_points,12.5,over,-110,fanduel,0.5208,0.491,0.0298,-0.0057,0.0,0,1,0.0,0.0,0
Kayla Thornton,player_points,8.5,under,-114,fanduel,0.5361,0.5073,0.0288,0.0064,0.0,0,4,0.0073,0.0018,0
Ariel Atkins,player_assists,2.5,under,106,fanduel,0.4805,0.4519,0.0286,-0.0102,0.0,0,3,0.0,0.0,0
Veronica Burton,player_points,12.5,under,100,betonlineag,0.4936,0.4663,0.0273,-0.0128,0.0,0,1,0.0,0.0,0
Azura Stevens,player_points,11.5,over,-115,betonlineag,0.5348,0.509,0.0258,-0.0002,0.0,0,3,0.0,0.0,0
Aliyah Boston,player_assists,3.5,under,-156,draftkings,0.6248,0.5998,0.025,0.0253,0.0,0,3,0.0395,0.0099,0
Veronica Burton,player_points,13.5,under,-128,fanduel,0.5551,0.5312,0.0239,-0.0112,0.0,0,3,0.0,0.0,0
Aliyah Boston,player_points,16.5,under,-103,betonlineag,0.4998,0.4764,0.0234,-0.015,0.0,0,3,0.0,0.0,0
Marina Mabrey,player_assists,4.5,over,114,fanduel,0.4476,0.4296,0.018,-0.0421,0.0,0,3,0.0,0.0,0
Aneesah Morrow,player_rebounds,6.5,under,-132,fanduel,0.5536,0.5357,0.0179,-0.027,0.0,0,1,0.0,0.0,0
Odyssey Sims,player_points,8.5,over,-110,betonlineag,0.5385,0.5211,0.0174,0.028,0.0,0,4,0.0308,0.0077,0
Alanna Smith,player_rebounds,6.5,over,102,fanduel,0.5019,0.4851,0.0168,0.0138,0.0,0,4,0.0136,0.0034,0
Chelsea Gray,player_points,11.5,under,-104,fanduel,0.4941,0.4785,0.0156,-0.0308,0.0,0,3,0.0,0.0,0
Naz Hillmon,player_rebounds,4.5,under,100,fanduel,0.4868,0.4719,0.0149,-0.0264,0.0,0,3,0.0,0.0,0
Naz Hillmon,player_points,8.5,under,-104,draftkings,0.4871,0.4764,0.0107,-0.0445,0.0,0,2,0.0,0.0,0
Chelsea Gray,player_rebounds,2.5,over,-154,fanduel,0.5871,0.5772,0.0099,-0.0317,0.0,0,3,0.0,0.0,0
Rhyne Howard,player_rebounds,3.5,under,106,betonlineag,0.4612,0.4522,0.009,-0.0499,0.0,0,3,0.0,0.0,0
Rhyne Howard,player_points,17.5,over,-112,draftkings,0.5117,0.5034,0.0083,-0.0314,0.0,0,3,0.0,0.0,0
Veronica Burton,player_assists,6.5,under,-151,draftkings,0.5844,0.5762,0.0082,-0.0286,0.0,0,3,0.0,0.0,0
Breanna Stewart,player_rebounds,8.5,under,-135,betonlineag,0.5488,0.5421,0.0067,-0.0447,0.0,0,3,0.0,0.0,0
Rhyne Howard,player_assists,3.5,over,-144,draftkings,0.5599,0.5544,0.0055,-0.0513,0.0,0,1,0.0,0.0,0
Jackie Young,player_points,18.5,over,-108,fanduel,0.4919,0.4865,0.0054,-0.0526,0.0,0,3,0.0,0.0,0
A'ja Wilson,player_points,24.5,under,-101,betonlineag,0.4852,0.481,0.0042,-0.0344,0.0,0,3,0.0,0.0,0
Aliyah Boston,player_rebounds,8.5,over,-118,fanduel,0.5154,0.5135,0.0019,-0.0478,0.0,0,3,0.0,0.0,0
Veronica Burton,player_assists,5.5,over,-140,fanduel,0.5521,0.5507,0.0014,-0.0535,0.0,0,1,0.0,0.0,0
Veronica Burton,player_assists,5.5,under,106,fanduel,0.4479,0.4493,-0.0014,-0.0773,0.0,0,1,0.0,0.0,0
Aliyah Boston,player_rebounds,8.5,under,-101,draftkings,0.4846,0.4865,-0.0019,-0.0356,0.0,0,3,0.0,0.0,0
A'ja Wilson,player_points,24.5,over,-122,fanduel,0.5148,0.519,-0.0042,-0.0632,0.0,0,3,0.0,0.0,0
Jackie Young,player_points,18.5,under,-120,fanduel,0.5081,0.5135,-0.0054,-0.0685,0.0,0,3,0.0,0.0,0
Rhyne Howard,player_assists,3.5,under,106,draftkings,0.4401,0.4456,-0.0055,-0.0934,0.0,0,1,0.0,0.0,0
Breanna Stewart,player_rebounds,8.5,over,104,betonlineag,0.4512,0.4579,-0.0067,-0.0796,0.0,0,3,0.0,0.0,0
Veronica Burton,player_assists,6.5,over,125,williamhill_us,0.4156,0.4238,-0.0082,-0.0649,0.0,0,3,0.0,0.0,0
Rhyne Howard,player_points,17.5,under,-110,fanduel,0.4883,0.4966,-0.0083,-0.0678,0.0,0,3,0.0,0.0,0
Rhyne Howard,player_rebounds,3.5,over,-136,fanduel,0.5388,0.5478,-0.009,-0.065,0.0,0,3,0.0,0.0,0
Chelsea Gray,player_rebounds,2.5,under,120,draftkings,0.4129,0.4228,-0.0099,-0.0916,0.0,0,3,0.0,0.0,0
Naz Hillmon,player_points,8.5,over,-123,betonlineag,0.5129,0.5236,-0.0107,-0.0701,0.0,0,2,0.0,0.0,0
Naz Hillmon,player_rebounds,4.5,over,-120,draftkings,0.5132,0.5281,-0.0149,-0.0591,0.0,0,3,0.0,0.0,0
Chelsea Gray,player_points,11.5,over,-117,draftkings,0.5059,0.5215,-0.0156,-0.0617,0.0,0,3,0.0,0.0,0
Alanna Smith,player_rebounds,6.5,under,-105,betonlineag,0.4981,0.5149,-0.0168,-0.0275,0.0,0,4,0.0,0.0,0
Odyssey Sims,player_points,8.5,under,-102,fanduel,0.4615,0.4789,-0.0174,-0.086,0.0,0,4,0.0,0.0,0
Aneesah Morrow,player_rebounds,6.5,over,100,fanduel,0.4464,0.4643,-0.0179,-0.1072,0.0,0,1,0.0,0.0,0
Marina Mabrey,player_assists,4.5,under,-147,betonlineag,0.5524,0.5704,-0.018,-0.0718,0.0,0,3,0.0,0.0,0
Aliyah Boston,player_points,16.5,over,-120,draftkings,0.5002,0.5236,-0.0234,-0.083,0.0,0,3,0.0,0.0,0
Veronica Burton,player_points,13.5,over,100,williamhill_us,0.4449,0.4688,-0.0239,-0.1102,0.0,0,3,0.0,0.0,0
Aliyah Boston,player_assists,3.5,over,136,fanduel,0.3752,0.4002,-0.025,-0.1145,0.0,0,3,0.0,0.0,0
Azura Stevens,player_points,11.5,under,-110,fanduel,0.4652,0.491,-0.0258,-0.1119,0.0,0,3,0.0,0.0,0
Veronica Burton,player_points,12.5,over,-130,betonlineag,0.5064,0.5337,-0.0273,-0.1041,0.0,0,1,0.0,0.0,0
Ariel Atkins,player_assists,2.5,over,-137,betonlineag,0.5195,0.5481,-0.0286,-0.1013,0.0,0,3,0.0,0.0,0
Kayla Thornton,player_points,8.5,over,-106,draftkings,0.4639,0.4927,-0.0288,-0.0985,0.0,0,4,0.0,0.0,0
Gabby Williams,player_assists,2.5,over,119,draftkings,0.3862,0.416,-0.0298,-0.1542,0.0,0,1,0.0,0.0,0
Kiki Rice,player_points,12.5,under,-118,fanduel,0.4792,0.509,-0.0298,-0.1147,0.0,0,1,0.0,0.0,0
A'ja Wilson,player_assists,2.5,over,-172,draftkings,0.5785,0.6087,-0.0302,-0.0852,0.0,0,3,0.0,0.0,0
Jonquel Jones,player_rebounds,9.5,under,110,fanduel,0.4137,0.445,-0.0313,-0.1312,0.0,0,3,0.0,0.0,0
Jackie Young,player_rebounds,3.5,under,114,fanduel,0.4035,0.4365,-0.033,-0.1365,0.0,0,3,0.0,0.0,0
Makayla Timpson,player_points,7.5,under,-118,fanduel,0.4829,0.5181,-0.0352,-0.1079,0.0,0,3,0.0,0.0,0
Veronica Burton,player_rebounds,3.5,under,-114,fanduel,0.4631,0.4994,-0.0363,-0.1307,0.0,0,4,0.0,0.0,0
Leila Lacan,player_points,11.5,under,-108,fanduel,0.4535,0.49,-0.0365,-0.1266,0.0,0,3,0.0,0.0,0
Aneesah Morrow,player_points,9.5,over,-130,fanduel,0.4969,0.5337,-0.0368,-0.1209,0.0,0,1,0.0,0.0,0
Rhyne Howard,player_assists,4.5,over,126,betonlineag,0.3729,0.4104,-0.0375,-0.1572,0.0,0,2,0.0,0.0,0
Azura Stevens,player_assists,2.5,under,-144,draftkings,0.5281,0.5688,-0.0407,-0.1052,0.0,0,3,0.0,0.0,0
Nneka Ogwumike,player_assists,2.5,over,-169,betonlineag,0.5607,0.6027,-0.042,-0.1075,0.0,0,3,0.0,0.0,0
Jonquel Jones,player_assists,2.5,under,116,fanduel,0.3924,0.4351,-0.0427,-0.1524,0.0,0,3,0.0,0.0,0
Leila Lacan,player_assists,4.5,over,-134,draftkings,0.4974,0.5421,-0.0447,-0.1314,0.0,0,3,0.0,0.0,0
A'ja Wilson,player_rebounds,8.5,under,106,fanduel,0.4098,0.4553,-0.0455,-0.1558,0.0,0,3,0.0,0.0,0
Ariel Atkins,player_points,8.5,over,-104,fanduel,0.4401,0.4865,-0.0464,-0.1367,0.0,0,3,0.0,0.0,0
Alanna Smith,player_points,9.5,under,105,betonlineag,0.4335,0.4826,-0.0491,-0.1113,0.0,0,4,0.0,0.0,0
Courtney Vandersloot,player_assists,5.5,under,-153,draftkings,0.5208,0.5702,-0.0494,-0.1388,0.0,0,1,0.0,0.0,0
Caitlin Clark,player_points,23.5,over,-108,draftkings,0.4334,0.4832,-0.0498,-0.1653,0.0,0,1,0.0,0.0,0
Caitlin Clark,player_rebounds,4.5,over,117,draftkings,0.3784,0.4296,-0.0512,-0.1789,0.0,0,3,0.0,0.0,0
Nneka Ogwumike,player_points,15.5,over,-123,draftkings,0.4649,0.5168,-0.0519,-0.1571,0.0,0,1,0.0,0.0,0
Nneka Ogwumike,player_points,16.5,over,103,betonlineag,0.4103,0.463,-0.0527,-0.1671,0.0,0,2,0.0,0.0,0
Odyssey Sims,player_assists,2.5,under,120,draftkings,0.3604,0.4134,-0.053,-0.2071,0.0,0,1,0.0,0.0,0
Courtney Vandersloot,player_assists,4.5,under,118,betonlineag,0.3717,0.4248,-0.0531,-0.1897,0.0,0,2,0.0,0.0,0
Erica Wheeler,player_points,9.5,over,-101,betonlineag,0.4267,0.481,-0.0543,-0.1508,0.0,0,3,0.0,0.0,0
Makayla Timpson,player_rebounds,6.5,under,-136,draftkings,0.4852,0.5396,-0.0544,-0.158,0.0,0,1,0.0,0.0,0
Nneka Ogwumike,player_rebounds,8.5,over,-102,fanduel,0.4245,0.4797,-0.0552,-0.1593,0.0,0,3,0.0,0.0,0
Erica Wheeler,player_rebounds,2.5,over,131,draftkings,0.3479,0.4035,-0.0556,-0.1964,0.0,0,3,0.0,0.0,0
Jackie Young,player_assists,6.5,under,-147,draftkings,0.5093,0.5649,-0.0556,-0.1442,0.0,0,3,0.0,0.0,0
Breanna Stewart,player_points,22.5,over,-101,betonlineag,0.4232,0.4819,-0.0587,-0.1578,0.0,0,3,0.0,0.0,0
Leila Lacan,player_rebounds,2.5,under,-173,draftkings,0.558,0.6172,-0.0592,-0.1195,0.0,0,3,0.0,0.0,0
Ariel Atkins,player_rebounds,2.5,over,-145,betonlineag,0.5054,0.5647,-0.0593,-0.146,0.0,0,3,0.0,0.0,0
Odyssey Sims,player_assists,3.5,under,-182,betonlineag,0.5605,0.6255,-0.065,-0.1315,0.0,0,2,0.0,0.0,0
Makayla Timpson,player_rebounds,5.5,under,119,betonlineag,0.3564,0.4216,-0.0652,-0.2195,0.0,0,2,0.0,0.0,0
Paige Bueckers,player_rebounds,3.5,under,128,fanduel,0.3685,0.4344,-0.0659,-0.1598,0.0,0,4,0.0,0.0,0
Jonquel Jones,player_points,14.5,under,-118,fanduel,0.4512,0.5181,-0.0669,-0.1664,0.0,0,3,0.0,0.0,0
Natasha Cloud,player_assists,6.5,over,116,fanduel,0.3589,0.4285,-0.0696,-0.2248,0.0,0,2,0.0,0.0,0
Erica Wheeler,player_assists,5.5,over,112,betonlineag,0.3662,0.4385,-0.0723,-0.2237,0.0,0,3,0.0,0.0,0
Marina Mabrey,player_rebounds,3.5,under,-132,fanduel,0.4745,0.5478,-0.0733,-0.166,0.0,0,3,0.0,0.0,0
NaLyssa Smith,player_rebounds,6.5,under,-103,draftkings,0.4228,0.5,-0.0772,-0.1667,0.0,0,3,0.0,0.0,0
Natasha Cloud,player_assists,5.5,over,-153,draftkings,0.4895,0.5692,-0.0797,-0.1906,0.0,0,1,0.0,0.0,0
Chelsea Gray,player_assists,6.5,under,-154,draftkings,0.4911,0.5711,-0.08,-0.19,0.0,0,1,0.0,0.0,0
Allisha Gray,player_points,18.5,under,-108,draftkings,0.4029,0.4832,-0.0803,-0.224,0.0,0,1,0.0,0.0,0
Dearica Hamby,player_rebounds,7.5,over,104,draftkings,0.3686,0.4498,-0.0812,-0.2481,0.0,0,1,0.0,0.0,0
Natasha Cloud,player_rebounds,3.5,under,-140,fanduel,0.4802,0.5615,-0.0813,-0.1768,0.0,0,3,0.0,0.0,0
Allisha Gray,player_points,19.5,under,-128,fanduel,0.4519,0.5337,-0.0818,-0.1951,0.0,0,2,0.0,0.0,0
Caitlin Clark,player_points,24.5,over,100,betonlineag,0.388,0.4713,-0.0833,-0.224,0.0,0,2,0.0,0.0,0
Dearica Hamby,player_rebounds,6.5,over,-154,fanduel,0.4913,0.5752,-0.0839,-0.1897,0.0,0,2,0.0,0.0,0
Jewell Loyd,player_points,8.5,over,-103,draftkings,0.3965,0.4819,-0.0854,-0.2185,0.0,0,3,0.0,0.0,0
Cecilia Zandalasini,player_points,9.5,under,-108,draftkings,0.4334,0.519,-0.0856,-0.1653,0.0,0,4,0.0,0.0,0
Breanna Stewart,player_assists,3.5,over,-128,fanduel,0.4478,0.5337,-0.0859,-0.2024,0.0,0,3,0.0,0.0,0
Odyssey Sims,player_rebounds,2.5,over,126,draftkings,0.3139,0.4006,-0.0867,-0.2906,0.0,0,1,0.0,0.0,0
Dearica Hamby,player_points,15.5,over,-106,draftkings,0.3858,0.4788,-0.093,-0.2502,0.0,0,1,0.0,0.0,0
Kayla Thornton,player_rebounds,5.5,over,110,fanduel,0.382,0.4759,-0.0939,-0.1978,0.0,0,4,0.0,0.0,0
Allisha Gray,player_rebounds,3.5,under,-168,draftkings,0.5099,0.6039,-0.094,-0.1866,0.0,0,3,0.0,0.0,0
Dearica Hamby,player_points,14.5,over,-132,fanduel,0.4456,0.5408,-0.0952,-0.2168,0.0,0,2,0.0,0.0,0
Gabby Williams,player_points,13.5,under,-124,williamhill_us,0.4243,0.5236,-0.0993,-0.2335,0.0,0,4,0.0,0.0,0
Natasha Cloud,player_points,10.5,under,-118,draftkings,0.4221,0.5236,-0.1015,-0.2202,0.0,0,3,0.0,0.0,0
Kamilla Cardoso,player_assists,2.5,over,-154,betonlineag,0.4731,0.5797,-0.1066,-0.2197,0.0,0,3,0.0,0.0,0
Courtney Vandersloot,player_rebounds,2.5,under,110,fanduel,0.3317,0.4393,-0.1076,-0.3034,0.0,0,3,0.0,0.0,0
Azura Stevens,player_rebounds,5.5,under,114,draftkings,0.3182,0.427,-0.1088,-0.3191,0.0,0,1,0.0,0.0,0
Chelsea Gray,player_assists,5.5,under,100,fanduel,0.3544,0.4653,-0.1109,-0.2912,0.0,0,2,0.0,0.0,0
Angel Reese,player_assists,2.5,under,-136,fanduel,0.4484,0.562,-0.1136,-0.2219,0.0,0,3,0.0,0.0,0
Paige Bueckers,player_assists,5.5,under,-144,fanduel,0.4437,0.5622,-0.1185,-0.2482,0.0,0,4,0.0,0.0,0
Marina Mabrey,player_points,20.5,under,-118,fanduel,0.3961,0.5181,-0.122,-0.2682,0.0,0,3,0.0,0.0,0
NaLyssa Smith,player_points,11.5,under,-126,draftkings,0.4213,0.5435,-0.1222,-0.2443,0.0,0,3,0.0,0.0,0
Courtney Vandersloot,player_points,9.5,under,-132,draftkings,0.4082,0.5345,-0.1263,-0.2826,0.0,0,1,0.0,0.0,0
Paige Bueckers,player_points,18.5,under,-114,fanduel,0.3785,0.5078,-0.1293,-0.2895,0.0,0,4,0.0,0.0,0
Cecilia Zandalasini,player_rebounds,2.5,under,-145,draftkings,0.4283,0.5592,-0.1309,-0.2763,0.0,0,2,0.0,0.0,0
Arike Ogunbowale,player_points,14.5,under,-112,draftkings,0.3793,0.5112,-0.1319,-0.282,0.0,0,4,0.0,0.0,0
